site;fish;parspeciesrichness;div_shannon;div_simpson;temp;pH;conductivity;nitrogen;phosphorus;oxygen;netcen;updist;updist2;updist3;fishspeciesrichness;weight;weigh (g);length;SMI;Sex ;Gyr;Tri;Glu;ecto_screener;Con;CysL;Pro;Aca;Cam;Ang;CysI;endo_screener;PI;PI_ecto;PI_endo
9;4;2;0.636514168;0.444444444;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;179;1.79;47;0.871710044;F;2;0;0;ID;0;0;0;0;0;1;0;PH;1.515151086;0.606060397;0.909090689
9;5;2;0.206192051;0.099722992;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;90;0.9;37;0.974930319;F;1;18;0;SM;0;0;0;0;0;0;0;SM;0.454672948;0.454672948;0
9;6;0;0;1;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;158;1.58;46;0.826779462;M;0;0;0;PH;0;0;0;0;0;0;0;PH;0;0;0
9;7;0;0;1;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;175;1.75;48;0.794329461;M;0;0;0;ID;0;0;0;0;0;0;0;PH;0;0;0
9;8;2;0.191444082;0.090702948;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;98;0.98;41;0.753299094;F;1;20;0;ID;0;0;0;0;0;0;0;PH;0.471522142;0.471522142;0
9;9;3;0.755719873;0.393194707;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;103;1.03;39;0.935755698;F;7;35;0;ID;0;3;0;0;0;0;1;PH;17.41607369;2.416072291;15.0000014
9;10;2;0.683738906;0.37037037;20.5;8.1;906;2;0.31;7;47724.46004;49932.68291;14010;23559;4;76;0.76;38;0.753076379;M;0;7;0;SM;0;1;0;0;0;0;1;SM;8.392306576;0.05897218;8.333334396
11;2;2;0.636514168;0.444444444;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;88;0.88;42;0.624093201;M;1;2;0;SM;0;0;0;0;0;0;0;SM;0.319879393;0.319879393;0
11;3;2;0.693147181;0.5;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;95;0.95;41;0.730238917;F;1;1;0;SM;0;0;0;0;0;0;0;SM;0.311454796;0.311454796;0
11;4;1;0;0;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;98;0.98;41;0.753299094;M;0;29;0;SM;0;0;0;0;0;0;0;SM;0.244313318;0.244313318;0
11;5;2;0.610864302;0.42;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;73;0.73;40;0.609400037;M;3;7;0;SM;0;0;0;0;0;0;0;SM;0.968062776;0.968062776;0
11;6;2;0.233791659;0.1171875;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;62;0.62;36;0.736018871;M;1;15;0;SM;0;0;0;0;0;0;0;SM;0.429399156;0.429399156;0
11;7;1;0;0;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;113;1.13;44;0.68600491;M;0;8;0;SM;0;0;0;0;0;0;0;SM;0.067396777;0.067396777;0
11;8;1;0;0;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;60;0.6;36;0.712276327;F;0;60;0;SM;0;0;0;0;0;0;0;SM;0.505475831;0.505475831;0
11;9;3;0.456239344;0.241445598;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;73;0.73;37;0.790776814;F;6;44;0;SM;0;1;0;0;0;0;0;SM;5.522196967;2.188863467;3.3333335
11;10;1;0;0;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;142;1.42;46;0.743054959;M;0;17;0;SM;0;0;0;0;0;0;0;SM;0.143218152;0.143218152;0
11;11;1;0;0;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;123;1.23;44;0.746713309;F;3;0;0;PH;0;0;0;0;0;0;0;PH;0.909090596;0.909090596;0
11;12;2;0.379837729;0.221118411;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;67;0.67;34;0.962787337;F;10;69;0;PH;0;0;0;0;0;0;0;PH;3.61159919;3.61159919;0
11;14;2;0.673011667;0.48;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;110;1.1;40;0.918274028;M;2;3;0;ID;0;0;0;0;0;0;0;ID;0.631334189;0.631334189;0
11;15;2;0.683988433;0.490869248;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;74;0.74;41;0.568817683;M;16;21;0;AD;0;0;0;0;0;0;0;AD;5.025399717;5.025399717;0
11;16;2;0.666278442;0.473372781;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;46;0.46;37;0.498297719;F;8;5;0;ID;0;0;0;0;0;0;0;ID;2.466364574;2.466364574;0
11;17;2;0.320753205;0.176855056;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;72;0.72;39;0.654120488;F;15;138;0;SM;0;0;0;0;0;0;0;SM;5.708047388;5.708047388;0
11;18;2;0.621086375;0.4296875;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;82;0.82;42;0.581541392;M;5;11;0;SM;0;0;0;0;0;0;0;SM;1.607821561;1.607821561;0
11;19;2;0.621086375;0.4296875;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;81;0.81;41;0.622624761;F;5;11;0;SM;0;0;0;0;0;0;0;SM;1.607821561;1.607821561;0
11;20;1;0;0;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;45;0.45;35;0.586943486;F;0;63;0;SM;0;0;0;0;0;0;0;SM;0.530749622;0.530749622;0
11;21;2;0.388562327;0.227895727;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;94;0.94;42;0.666645011;M;8;53;0;ID;0;0;0;0;0;0;0;ID;2.870745238;2.870745238;0
12;1;2;0.562335145;0.375;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;50;0.5;34;0.718498012;M;2;6;0;SM;0;0;0;0;0;0;0;SM;0.65660798;0.65660798;0
12;2;2;0.304636097;0.165289256;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;20;0.2;25;0.803084499;F;9;90;0;SM;0;0;0;0;0;0;0;SM;3.485485532;3.485485532;0
12;3;2;0.057710596;0.020531671;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;25;0.25;28;0.687367206;M;5;477;0;SM;0;0;0;0;0;0;0;SM;5.533683845;5.533683845;0
12;4;2;0.253360719;0.130015031;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;39;0.39;35;0.508684355;M;26;346;0;SM;0;0;0;0;0;0;0;SM;10.79369578;10.79369578;0
12;5;2;0.646090505;0.4536862;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;17;0.17;26;0.598764711;M;8;15;0;SM;0;0;0;0;0;0;0;SM;2.550610546;2.550610546;0
12;6;2;0.00926335;0.002395206;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;60;0.6;36;0.712276327;M;1;833;0;SM;0;0;0;0;0;0;0;SM;7.320719646;7.320719646;0
12;10;2;0.265661941;0.138261329;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;55;0.55;33;0.873265108;M;13;161;0;SM;0;0;0;0;0;0;0;SM;5.295752726;5.295752726;0
12;11;1;0;0;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;41;0.41;31;0.802246394;M;9;0;0;PH;0;0;0;0;0;0;0;PH;2.727271787;2.727271787;0
12;12;2;0.311962435;0.170519031;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;91;0.91;45;0.512476112;F;16;154;0;SM;0;0;0;0;0;0;0;ID;6.145871141;6.145871141;0
12;15;1;0;0;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;45;0.45;35;0.586943486;F;0;723;0;AD;0;0;0;0;0;0;0;AD;6.090983758;6.090983758;0
12;17;2;0.571405134;0.383284939;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;34;0.34;34;0.488578648;M;23;66;0;SM;0;0;0;0;0;0;0;SM;7.525717979;7.525717979;0
13;2;2;0.410116318;0.244897959;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;37;0.37;30;0.807822561;M;0;6;0;SM;0;0;0;0;0;1;0;SM;0.959638272;0.050547583;0.909090689
13;3;1;0;0;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;100;1;42;0.70919682;M;0;1;0;SM;0;0;0;0;0;0;0;SM;0.008424597;0.008424597;0
13;5;2;0.257318641;0.132653061;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;73;0.73;36;0.866602864;M;1;13;0;SM;0;0;0;0;0;0;0;SM;0.412549962;0.412549962;0
13;6;0;0;1;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;86;0.86;40;0.717923331;F;0;0;0;SM;0;0;0;0;0;0;0;SM;0;0;0
13;7;0;0;1;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;136;1.36;46;0.711658271;F;0;0;0;SM;0;0;0;0;0;0;0;SM;0;0;0
13;8;0;0;1;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;110;1.1;42;0.780116502;F;0;0;0;SM;0;0;0;0;0;0;0;SM;0;0;0
13;10;1;0;0;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;40;0.4;29;0.978088422;M;0;21;0;SM;0;0;0;0;0;0;0;SM;0.176916541;0.176916541;0
13;11;0;0;1;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;103;1.03;41;0.791732721;F;0;0;0;PH;0;0;0;0;0;0;0;PH;0;0;0
13;12;NA;NA;NA;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;76;0.76;39;0.690460515;M;;19;1;SM;0;0;0;0;0;0;0;ID;1.347169649;1.347169649;0
13;13;2;0.211687545;0.103140496;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;109;1.09;44;0.66172155;M;3;52;0;SM;0;0;0;0;0;0;0;ID;4.301396276;0.968062776;3.3333335
13;14;3;0.859967281;0.512396694;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;116;1.16;43;0.760454418;M;3;7;0;SM;0;1;0;0;0;0;0;ID;1.759464404;0.850373715;0.909090689
13;15;;;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;98;0.98;44;0.594942311;M;;13;0;SM;1;0;0;0;0;0;0;ID;0.261162512;0.261162512;0
13;16;3;0.370802358;0.173828125;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;58;0.58;34;0.833457694;F;2;29;0;SM;0;0;0;0;0;1;0;ID;3.409091246;2.500000557;0.909090689
13;17;1;0;0;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;116;1.16;43;0.760454418;F;0;31;0;AD;0;0;0;0;0;0;0;ID;0.042122986;0.042122986;0
13;18;2;0.693147181;0.5;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;83;0.83;42;0.58863336;M;0;0;1;AD;0;0;0;0;0;1;0;SM;0.32830399;0.32830399;0
13;19;1;0;0;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;77;0.77;43;0.504784398;F;0;5;0;AD;0;0;0;0;0;0;0;SM;NA;NA;NA
13;20;2;0.562335145;0.375;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;83;0.83;40;0.692879494;F;1;3;0;ID;0;0;0;0;0;0;0;ID;NA;NA;NA
14;1;1;0;0;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;74;0.74;38;0.73325858;M;0;1;0;SM;0;0;0;0;0;0;0;SM;0.008424597;0.008424597;0
14;3;2;0.160680562;0.07262371;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;56;0.56;34;0.804717774;M;2;51;0;SM;0;0;0;0;0;0;0;SM;1.035714853;1.035714853;0
14;4;1;0;0;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;69;0.69;36;0.819117776;F;0;0;0;SM;0;0;0;0;0;2;0;SM;1.818181377;0;1.818181377
14;6;2;0.410116318;0.244897959;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;54;0.54;34;0.775977853;M;0;6;0;SM;0;0;0;0;0;1;0;SM;0.959638272;0.050547583;0.909090689
14;11;2;0.392674467;0.231111111;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;72;0.72;35;0.939109578;M;0;13;0;PH;0;0;0;0;0;2;0;PH;1.927701141;0.109519763;1.818181377
14;12;2;0.410116318;0.244897959;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;79;0.79;42;0.560265488;M;1;6;0;SM;0;0;0;0;0;0;0;AD;0.353577782;0.353577782;0
14;13;NA;NA;NA;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;96;0.96;40;0.801402788;M;;62;0;SM;0;0;0;0;0;0;0;AD;NA;NA;NA
14;14;NA;NA;NA;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;71;0.71;38;0.70353188;M;;3;0;SM;0;0;0;0;0;0;0;AD;NA;NA;NA
14;15;NA;NA;NA;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;56;0.56;31;1.095751172;F;;3;0;SM;0;0;0;0;0;0;0;AD;NA;NA;NA
14;16;NA;NA;NA;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;57;0.57;35;0.743461749;M;;57;0;SM;0;0;0;0;0;0;0;AD;NA;NA;NA
14;17;2;0.474139313;0.297520661;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;307;3.07;64;0.532802629;F;0;9;0;SM;0;0;0;0;0;2;0;SM;1.894002752;0.075821375;1.818181377
14;18;3;0.21930547;0.08946976;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;224;2.24;53;0.730117163;M;3;144;0;SM;0;0;0;0;0;4;0;SM;5.758595343;2.122232589;3.636362755
14;19;2;0.223718076;0.110726644;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;30;0.3;30;0.654991265;M;1;16;0;SM;0;0;0;0;0;0;0;SM;0.437823753;0.437823753;0
14;20;2;0.040728051;0.013512888;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;26;0.26;28;0.714861894;M;0;146;0;SM;1;0;0;0;0;0;0;SM;2.658562405;1.229991188;1.428571218
15;1;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;60;0.6;35;0.782591315;M;0;2;0;SM;0;0;0;0;0;0;0;SM;0.016849194;0.016849194;0
15;2;0;0;1;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;20;0.2;26;0.704429072;M;0;0;0;SM;0;0;0;0;0;0;0;SM;0;0;0
15;4;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;108;1.08;44;0.65565071;F;1;0;0;SM;0;0;0;0;0;0;0;SM;0.303030199;0.303030199;0
15;5;2;0.693147181;0.5;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;99;0.99;41;0.760985819;M;2;2;0;SM;0;0;0;0;0;0;0;SM;0.622909591;0.622909591;0
15;7;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;12;0.12;21;0.862908374;M;0;1;0;SM;0;0;0;0;0;0;0;SM;0.008424597;0.008424597;0
15;8;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;34;0.34;29;0.831375159;F;0;5;0;SM;0;0;0;0;0;0;0;SM;0.042122986;0.042122986;0
15;9;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;56;0.56;35;0.73041856;F;0;22;0;SM;0;0;0;0;0;0;0;SM;0.185341138;0.185341138;0
15;10;0;0;1;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;91;0.91;42;0.645369106;M;0;0;0;SM;0;0;0;0;0;0;0;SM;0;0;0
15;11;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;26;0.26;24;1.19661;F;1;0;0;ID;0;0;0;0;0;0;0;ID;0.303030199;0.303030199;0
15;12;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;85;0.85;39;0.772225576;M;0;16;0;ID;0;0;0;0;0;0;0;ID;0.134793555;0.134793555;0
15;13;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;77;0.77;37;0.834107051;F;0;1;0;ID;0;0;0;0;0;0;0;ID;0.008424597;0.008424597;0
15;14;NA;NA;NA;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;41;0.41;NA;NA;F;0;1;0;ID;0;0;0;0;0;0;0;ID;;;
15;15;2;0.450561209;0.277777778;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;60;0.6;37;0.649953546;F;2;10;0;ID;0;0;0;0;0;0;0;ID;0.690306369;0.690306369;0
15;16;1;0;0;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;39;0.39;35;0.508684355;M;0;1;0;ID;0;0;0;0;0;0;0;ID;0.008424597;0.008424597;0
16;1;2;0.636514168;0.444444444;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;169;1.69;43;1.107903419;M;0;2;0;SM;0;0;0;0;0;1;0;SM;0.925939883;0.016849194;0.909090689
16;5;2;0.636514168;0.444444444;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;58;0.58;35;0.756504937;F;0;2;0;SM;0;0;0;1;0;0;0;SM;2.516849694;0.016849194;2.500000499
16;6;2;0.636514168;0.444444444;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;40;0.4;31;0.782679408;F;0;0;0;SM;1;0;0;2;0;0;0;SM;6.428572216;0;6.428572216
16;8;1;0;0;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;94;0.94;39;0.853990637;M;0;6;0;SM;0;0;0;0;0;0;0;SM;0.050547583;0.050547583;0
16;9;2;0.636514168;0.444444444;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;50;0.5;33;0.793877371;M;0;2;0;SM;0;0;0;0;0;1;0;SM;0.925939883;0.016849194;0.909090689
16;10;1;0;0;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;157;1.57;47;0.764572496;M;0;1;0;SM;0;0;0;0;0;0;0;SM;0.008424597;0.008424597;0
16;11;0;0;1;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;167;1.67;49;0.707542888;F;0;0;0;PH;0;0;0;0;0;0;0;PH;0;0;0
16;12;0;0;1;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;225;2.25;52;0.781579457;F;0;0;0;PH;0;0;0;0;0;0;0;PH;0;0;0
16;13;1;0;0;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;85;0.85;40;0.709575385;F;0;36;0;ID;0;0;0;0;0;0;0;ID;0.303285498;0.303285498;0
16;14;2;0.271189373;0.142011834;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;94;0.94;36;1.115899578;M;1;12;0;PH;0;0;0;0;0;0;0;ID;0.404125365;0.404125365;0
16;15;2;0.149994924;0.066587396;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;126;1.26;60;0.271311462;F;0;28;0;ID;0;1;0;0;0;0;0;SM;3.569222221;0.235888721;3.3333335
16;16;0;0;1;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;89;0.89;53;0.290091194;F;0;0;0;ID;0;0;0;0;0;0;0;SM;0;0;0
16;17;0;0;1;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;107;1.07;48;0.485675728;F;0;0;0;ID;0;0;0;0;0;0;0;ID;0;0;0
16;18;1;0;0;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;24;0.24;36;0.284910531;M;0;16;0;ID;0;0;0;0;0;0;0;ID;0.134793555;0.134793555;0
16;19;1;0;0;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;37;0.37;39;0.336145251;F;0;24;0;ID;0;0;0;0;0;0;0;ID;0.202190332;0.202190332;0
16;20;0;0;1;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;61;0.61;38;0.604442883;M;0;0;0;ID;0;0;0;0;0;0;0;ID;0;0;0
16;21;2;0.233791659;0.1171875;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;113;1.13;45;0.636371435;F;0;15;0;ID;1;0;0;0;0;0;0;ID;1.554940175;0.126368958;1.428571218
16;22;2;0.693147181;0.5;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;205;2.05;61;0.417696886;F;0;3;0;ID;3;0;0;0;0;0;0;ID;4.310987445;0.025273792;4.285713653
17;1;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;86;0.86;38;0.852165376;F;0;45;0;SM;0;0;0;0;0;0;0;SM;0.379106873;0.379106873;0
17;2;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;135;1.35;42;0.957415707;M;0;9;0;SM;0;0;0;0;0;0;0;SM;0.075821375;0.075821375;0
17;3;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;103;1.03;40;0.859838408;M;0;8;0;SM;0;0;0;0;0;0;0;SM;0.067396777;0.067396777;0
17;4;2;0.415055273;0.24884532;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;64;0.64;34;0.919677456;F;15;88;0;PH;0;0;0;0;0;0;0;PH;5.286817529;5.286817529;0
17;5;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;57;0.57;34;0.819087734;F;0;3;0;ID;0;0;0;0;0;0;0;ID;0.025273792;0.025273792;0
17;6;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;20;0.2;23;1.06115603;M;0;15;0;SM;0;0;0;0;0;0;0;SM;0.126368958;0.126368958;0
17;7;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;109;1.09;41;0.837853074;M;0;6;0;SM;0;0;0;0;0;0;0;SM;0.050547583;0.050547583;0
17;9;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;98;0.98;40;0.818098679;F;0;32;0;PH;0;0;0;0;0;0;0;ID;0.26958711;0.26958711;0
17;10;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;55;0.55;34;0.790347814;F;0;328;0;PH;0;0;0;0;0;0;0;PH;2.763267874;2.763267874;0
17;11;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;100;1;39;0.908500678;F;1;0;0;PH;0;0;0;0;0;0;0;PH;0.303030199;0.303030199;0
17;12;2;0.562335145;0.375;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;143;1.43;42;1.014151452;M;9;3;0;PH;0;0;0;0;0;0;0;PH;2.752545578;2.752545578;0
17;13;2;0.369333122;0.213039486;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;110;1.1;50;0.435619463;F;8;58;0;PH;0;0;0;0;0;0;0;ID;2.912868224;2.912868224;0
17;14;2;0.092216057;0.036351166;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;97;0.97;38;0.961163273;F;1;53;0;PH;0;0;0;0;0;0;0;PH;0.749533849;0.749533849;0
17;15;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;112;1.12;48;0.508370855;M;0;3;0;ID;0;0;0;0;0;0;0;ID;0.025273792;0.025273792;0
17;17;2;0.693147181;0.5;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;81;0.81;43;0.531006964;F;4;4;0;ID;0;0;0;0;0;0;0;ID;1.245819183;1.245819183;0
17;18;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;60;0.6;43;0.393338492;M;1;0;0;ID;0;0;0;0;0;0;0;ID;0.303030199;0.303030199;0
17;19;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;68;0.68;42;0.482253837;F;0;16;0;SM;0;0;0;0;0;0;0;SM;0.134793555;0.134793555;0
17;20;1;0;0;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;94;0.94;52;0.326526529;M;0;44;0;SM;0;0;0;0;0;0;0;SM;0.370682276;0.370682276;0
18;1;2;0.429323022;0.26035503;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;85;0.85;39;0.772225576;M;0;2;0;SM;0;0;0;0;0;11;0;SM;10.01684677;0.016849194;9.999997575
18;2;2;0.325082973;0.18;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;77;0.77;37;0.834107051;M;0;9;0;SM;0;0;0;0;0;1;0;SM;0.984912063;0.075821375;0.909090689
18;3;1;0;0;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;67;0.67;38;0.663896282;F;0;11;0;SM;0;0;0;0;0;0;0;SM;0.092670569;0.092670569;0
18;5;2;0.246241006;0.125306304;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;54;0.54;31;1.056617201;M;0;125;0;SM;0;0;0;0;0;9;0;SM;9.234890845;1.053074647;8.181816198
18;6;1;0;0;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;78;0.78;35;1.017368709;M;0;91;0;SM;0;0;0;0;0;0;0;SM;0.766638343;0.766638343;0
18;7;2;0.693147181;0.5;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;72;0.72;34;1.034637138;M;0;1;0;SM;0;0;1;0;0;0;0;SM;5.008438247;0.008424597;5.00001365
18;12;1;0;0;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;63;0.63;21;4.530268962;M;0;21;0;PH;0;0;0;0;0;0;0;PH;0.176916541;0.176916541;0
