1;2;3;4;5;6;7;9;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;28;29;30;31;32;33;34;35;36;38;39;40;41;42
0;15308.00591;38719.22721;57306.58999;62926.20357;41221.61738;71950.86755;42012.6289;44297.67928;94440.61356;93256.807;79956.33884;62912.23017;68003.2033;45532.26396;59928.51211;59476.43202;71871.9594;89496.58479;47631.45581;53424.61098;32717.69997;57667.00995;41864.46668;106883.1189;52391.58651;67260.26192;86542.779;94595.58746;98210.48737;5463.510933;58496.35437;84031.51942;91481.51449;88529.78924;88688.78403;93168.78126
15308.00591;0;23411.2213;41998.58408;47618.19766;25913.61147;56642.86164;26704.62299;28989.67337;79132.60765;77948.8011;64648.33293;47604.22426;52695.19739;30224.25805;44620.50621;44168.42611;56563.95349;74188.57888;32323.4499;38116.60507;17409.69406;42359.00404;26556.46077;91575.11299;37083.5806;51952.25601;71234.77309;79287.58155;82902.48146;9844.494976;43188.34846;68723.51351;76173.50859;73221.78333;73380.77813;77860.77535
38719.22721;23411.2213;0;36200.74615;38926.75692;16754.17616;47483.42633;20906.78505;23191.83544;59269.93717;58086.13062;44785.66245;38444.78894;43535.76208;6813.036751;24757.83573;38370.58818;47872.51275;54325.9084;15359.29982;21152.455;6001.527232;33667.5633;17865.02003;71712.44251;17220.91012;32089.58553;51372.10261;59424.91108;63039.81098;33255.71627;37390.51053;48860.84303;56310.83811;53359.11285;53518.10765;57998.10488
57306.58999;41998.58408;36200.74615;0;59680.16314;37975.57695;68704.82712;31747.75956;34032.80994;91922.1325;90738.32595;77437.85778;59666.18974;64757.16287;43013.7829;57410.03106;49211.56268;68625.91897;86978.10374;45112.97476;50906.12993;30199.21892;54420.96952;38618.42625;104364.6378;49873.10546;64741.78087;84024.29794;92077.10641;95692.00632;51843.07906;48231.48504;81513.03837;88963.03344;86011.30819;86170.30298;90650.30021
62926.20357;47618.19766;38926.75692;59680.16314;0;40528.13167;71257.38183;44386.20204;46671.25242;94648.14327;93464.33672;80163.86855;62218.74445;67309.71759;45739.79367;60136.04183;61850.00516;8945.755831;89704.11451;47770.93002;53564.08519;33811.8839;5259.193618;21073.64193;107090.6486;52599.11623;67467.79164;86750.30871;94803.11718;98418.01709;57462.69264;60869.92752;84239.04914;91689.04421;88737.31896;88896.31375;93376.31098
41221.61738;25913.61147;16754.17616;37975.57695;40528.13167;0;35271.18861;22681.61585;24966.66624;72475.56251;71291.75596;57991.28779;26232.55122;31323.52436;23567.21291;37963.46107;40145.41898;49473.8875;67531.53375;24432.56082;30225.71599;11639.30314;35268.93805;19466.39477;84918.06785;30426.53547;45295.21088;64577.72795;72630.53642;76245.43633;35758.10645;39165.34133;62066.46837;69516.46345;66564.7382;66723.73299;71203.73022
71950.86755;56642.86164;47483.42633;68704.82712;71257.38183;35271.18861;0;53410.86602;55695.9164;103204.8127;102021.0061;88720.53796;9038.637382;10918.53187;54296.46308;68692.71123;70874.66914;80203.13766;98260.78391;55161.81099;60954.96616;42368.5533;65998.18821;50195.64494;115647.318;61155.78563;76024.46104;95306.97812;103359.7866;106974.6865;66487.35662;69894.59149;92795.71854;100245.7136;97293.98836;97452.98315;101932.9804
42012.6289;26704.62299;20906.78505;31747.75956;44386.20204;22681.61585;53410.86602;0;2285.050382;76628.17141;75444.36485;62143.89669;44372.22864;49463.20177;27719.82181;42116.06996;17463.80312;53331.95787;71684.14264;29819.01366;35612.16883;14905.25782;39127.00842;23324.46515;89070.67675;34579.14436;49447.81977;68730.33685;76783.14531;80398.04522;36549.11796;18392.994;66219.07727;73669.07234;70717.34709;70876.34188;75356.33911
44297.67928;28989.67337;23191.83544;34032.80994;46671.25242;24966.66624;55695.9164;2285.050382;0;78913.22179;77729.41524;64428.94707;46657.27902;51748.25216;30004.87219;44401.12035;17202.39881;55617.00826;73969.19302;32104.06404;37897.21921;17190.3082;41412.05881;25609.51553;91355.72713;36864.19474;51732.87015;71015.38723;79068.19569;82683.0956;38834.16834;20678.04438;68504.12765;75954.12272;73002.39747;73161.39227;77641.38949
