fish;site;Updist3;updist;netcen;updist2;nr_species;Temp;pH;Conductivity;Nitrogen;Phosphorus;Oxygen;PI;PI_ecto;PI_endo;confactor2;weight;length;length in cm;weight in g;confactor;Sex ;gyro;tricho;glugea;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine
1;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.421229859;0.421229859;0;21.34125825;172;49;4.9;1.72;35.1;M;0;50;0;0;0;0;0;0;0;0
2;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.26958711;0.26958711;0;4.380291324;57;34;3.4;0.57;16.76;F;0;32;0;0;0;0;0;0;0;0
4;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.345153184;0.345153184;0;5.326405926;53;33;3.3;0.53;16.06;F;1;5;0;0;0;0;0;0;0;0
6;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.025273792;0.025273792;0;2.662491068;90;40;4;0.9;22.5;F;0;3;0;0;0;0;0;0;0;0
8;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;2.966662199;0.109519763;2.857142436;7.374500081;46;31;3.1;0.46;14.84;F;0;13;0;2;0;0;0;0;0;0
9;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.65660798;0.65660798;0;6.205246691;37;29;2.9;0.37;12.76;F;2;6;0;0;0;0;0;0;0;0
10;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;2.130401886;2.130401886;0;9.629676861;37;28;2.8;0.37;13.21;F;4;109;0;0;0;0;0;0;0;0
11;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.126368958;0.126368958;0;-63.83910239;72;47;4.7;0.72;15.32;F;0;15;0;0;0;0;0;0;0;0
12;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.589466502;0.589466502;0;-29.21384216;114;48;4.8;1.14;23.75;F;1;34;0;0;0;0;0;0;0;0
13;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;1.883244165;0.454672948;1.428571218;-30.49992995;70;42;4.2;0.7;16.67;F;1;18;0;1;0;0;0;0;0;0
14;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.44624835;0.44624835;0;-36.21384216;107;48;4.8;1.07;22.29;F;1;17;0;0;0;0;0;0;0;0
15;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.219039527;0.219039527;0;-34.01995204;47;39;3.9;0.47;12.05;F;0;26;0;0;0;0;0;0;0;0
16;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;1.153659213;1.153659213;0;-29.98102111;39;37;3.7;0.39;10.54;F;2;65;0;0;0;0;0;0;0;0
17;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.092670569;0.092670569;0;-28.01995204;53;39;3.9;0.53;13.59;M;0;11;0;0;0;0;0;0;0;0
18;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;0.740853952;0.740853952;0;-11.37032314;16;28;2.8;0.16;5.71;M;2;16;0;0;0;0;0;0;0;0
19;32;7968;18797.65393;55885.32365;4133;2;17.9;8;687;1;0.16;8.5;1.069157942;1.069157942;0;-12.16002602;146;50;5;1.46;29.2;F;3;19;0;0;0;0;0;0;0;0
1;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.05897218;0.05897218;0;21.64479724;143;45;4.5;1.43;31.78;F;0;7;0;0;0;0;0;0;0;0
2;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.11794436;0.11794436;0;2.171165203;60;35;3.5;0.6;17.14;M;0;14;0;0;0;0;0;0;0;0
3;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;31.72640685;146;44;4.4;1.46;33.18;M;0;0;0;0;0;0;0;0;0;0
4;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;12.68275616;120;43;4.3;1.2;27.91;M;0;0;0;0;0;0;0;0;0;0
5;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.925939883;0.016849194;0.909090689;2.629676861;30;28;2.8;0.3;10.71;M;0;2;0;0;0;0;0;0;1;0
6;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;1.427775324;23;26;2.6;0.23;8.85;M;0;0;0;0;0;0;0;0;0;0
7;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;15.98004796;97;39;3.9;0.97;24.87;M;0;0;0;0;0;0;0;0;0;0
8;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.008424597;0.008424597;0;15.66249107;103;40;4;1.03;25.75;F;0;1;0;0;0;0;0;0;0;0
9;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;6.682756158;114;43;4.3;1.14;26.51;F;0;0;0;0;0;0;0;0;0;0
10;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;7.44892939;42;30;3;0.42;14;F;0;0;0;0;0;0;0;0;0;0
11;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;25.1711652;83;35;3.5;0.83;23.71;F;0;0;0;0;0;0;0;0;0;0
12;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;21.38029132;74;34;3.4;0.74;21.76;F;0;0;0;0;0;0;0;0;0;0
13;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.05897218;0.05897218;0;70.1711652;128;35;3.5;1.28;36.57;F;0;7;0;0;0;0;0;0;0;0
14;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;-46.49992995;54;42;4.2;0.54;12.86;F;0;0;0;0;0;0;0;0;0;0
16;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;-57.31724384;50;43;4.3;0.5;11.63;F;0;0;0;0;0;0;0;0;0;0
17;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.016849194;0.016849194;0;-39.49992995;61;42;4.2;0.61;14.52;F;0;2;0;0;0;0;0;0;0;0
18;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0;0;0;-36.8288348;21;35;3.5;0.21;6;M;0;0;0;0;0;0;0;0;0;0
20;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.016849194;0.042122986;0;-50.49992995;50;42;4.2;0.5;11.9;M;0;2;0;0;0;0;0;0;0;0
20;33;5316;26850.4624;63398.00232;12656;3;20.4;8;580;2.1;0.19;6.6;0.042122986;0.016849194;0;-13.37032314;14;28;2.8;0.14;5;M;0;5;0;0;0;0;0;0;0;0
1;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.016849194;0.016849194;0;8.726406849;123;44;4.4;1.23;27.95;F;0;2;0;0;0;0;0;0;0;0
2;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;2.727272066;0;2.727272066;-1.273593151;113;44;4.4;1.13;25.68;M;0;0;0;0;0;0;0;0;3;0
3;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.008424597;0.008424597;0;-3.317243842;104;43;4.3;1.04;24.19;M;0;1;0;0;0;0;0;0;0;0
4;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;2.676917098;2.676917098;0;4.500070046;105;42;4.2;1.05;25;F;0;21;1;0;0;0;0;0;0;0
5;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.008424597;0.008424597;0;-0.499929954;100;42;4.2;1;23.81;F;0;1;0;0;0;0;0;0;0;0
6;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.5978911;0.5978911;0;-3.004266115;40;32;3.2;0.4;12.5;F;1;35;0;0;0;0;0;0;0;0
7;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;2.525274348;2.525274348;0;-1.019952042;80;39;3.9;0.8;20.51;F;0;3;1;0;0;0;0;0;0;0
8;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.008424597;0.008424597;0;7.644797241;129;45;4.5;1.29;28.67;F;0;1;0;0;0;0;0;0;0;0
9;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;5.312091321;5.312091321;0;2.380291324;55;34;3.4;0.55;16.18;F;15;91;0;0;0;0;0;0;0;0
10;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.404125365;0.404125365;0;-2.828834797;55;35;3.5;0.55;15.71;F;1;12;0;0;0;0;0;0;0;0
11;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;1.010185762;1.010185762;0;4.171165203;62;35;3.5;0.62;17.71;M;3;12;0;0;0;0;0;0;0;0
12;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.825610523;0.825610523;0;-7.337508932;80;40;4;0.8;20;F;0;98;0;0;0;0;0;0;0;0
14;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.033698389;0.033698389;0;6.164573389;100;41;4.1;1;24.39;F;0;4;0;0;0;0;0;0;0;0
15;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.244313318;0.244313318;0;-22.61970868;30;34;3.4;0.3;8.82;F;0;29;0;0;0;0;0;0;0;0
16;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.311454796;0.311454796;0;-34.28719732;29;36;3.6;0.29;8.06;F;1;1;0;0;0;0;0;0;0;0
17;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;0.042122986;0.042122986;0;-51.83542661;42;41;4.1;0.42;10.24;F;0;5;0;0;0;0;0;0;0;0
18;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;1.815847388;0.38727617;1.428571218;-35.83542661;58;41;4.1;0.58;14.15;F;1;10;0;1;0;0;0;0;0;0
19;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;3.66189279;0.32855929;3.3333335;-26.61970868;26;34;3.4;0.26;7.65;M;0;39;0;0;1;0;0;0;0;0
20;34;17084;30465.36231;65158.97932;5950;1;19.5;8.1;734;3.6;0.16;7.7;1.212631394;1.212631394;0;-23.61970868;29;34;3.4;0.29;8.53;F;2;72;0;0;0;0;0;0;0;0
2;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;0.682137071;0.682137071;0;3.018978888;72;37;3.7;0.72;19.46;F;1;45;0;0;0;0;0;0;0;0
3;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;0.126368958;0.126368958;0;3.164573389;97;41;4.1;0.97;23.66;M;0;15;0;0;0;0;0;0;0;0
4;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;0.311710095;0.311710095;0;15.68275616;123;43;4.3;1.23;28.6;F;0;37;0;0;0;0;0;0;0;0
5;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;1.507236995;1.507236995;0;15.72640685;130;44;4.4;1.3;29.55;M;3;71;0;0;0;0;0;0;0;0
6;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;11.81817804;11.81817804;0;7.380291324;60;34;3.4;0.6;17.65;M;6;1187;0;0;0;0;0;0;0;0
8;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;0.067396777;0.067396777;0;8.629676861;36;28;2.8;0.36;12.86;F;0;8;0;0;0;0;0;0;0;0
9;35;9918;62281.61413;59901.22779;27722;6;17;8.1;791;2;0.22;8.5;0.598146399;0.598146399;0;2.103468939;77;38;3.8;0.77;20.26;F;0;71;0;0;0;0;0;0;0;0
1;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;0.606315697;0.606315697;0;1.374500081;40;31;3.1;0.4;12.9;M;1;36;0;0;0;0;0;0;0;0
2;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;1.554940175;0.126368958;1.428571218;2.682756158;110;43;4.3;1.1;25.58;M;0;15;0;1;0;0;0;0;0;0
3;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;4.940862341;3.512291123;1.428571218;10.38029132;63;34;3.4;0.63;18.53;M;3;309;0;1;0;0;0;0;0;0
5;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;4.394577444;1.061243944;3.3333335;2.980047958;84;39;3.9;0.84;21.54;F;1;90;0;0;1;0;0;0;0;0
6;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;1.541445983;1.541445983;0;-0.625499919;38;31;3.1;0.38;12.26;M;1;147;0;0;0;0;0;0;0;0
7;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;4.631423642;4.631423642;0;-3.004266115;40;32;3.2;0.4;12.5;M;0;253;1;0;0;0;0;0;0;0
8;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;4.597725254;4.597725254;0;-5.619708676;47;34;3.4;0.47;13.82;M;0;249;1;0;0;0;0;0;0;0
9;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;2.957033609;2.957033609;0;-1.004266115;42;32;3.2;0.42;13.13;F;0;351;0;0;0;0;0;0;0;0
10;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;1.229735888;1.229735888;0;-0.794753309;30;29;2.9;0.3;10.34;M;1;110;0;0;0;0;0;0;0;0
11;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;0;0;0;22.66249107;110;40;4;1.1;27.5;F;0;0;0;0;0;0;0;0;0;0
12;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;1.818181191;1.818181191;0;5.171165203;63;35;3.5;0.63;18;M;6;0;0;0;0;0;0;0;0;0
13;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;0.682392371;0.682392371;0;13.99573389;57;32;3.2;0.57;17.81;M;0;81;0;0;0;0;0;0;0;0
15;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;1.869239374;1.869239374;0;-0.29155522;24;27;2.7;0.24;8.89;F;4;78;0;0;0;0;0;0;0;0
16;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;2.425262787;2.425262787;0;-25.00426611;18;32;3.2;0.18;5.63;M;4;144;0;0;0;0;0;0;0;0
17;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;3.873017002;3.873017002;0;-12.37032314;15;28;2.8;0.15;5.36;M;9;136;0;0;0;0;0;0;0;0
19;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;4.481375098;4.481375098;0;-13.55107061;21;30;3;0.21;7;M;2;460;0;0;0;0;0;0;0;0
20;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;10.95149618;0.951468881;10.0000273;-9.673594074;38;33;3.3;0.38;11.52;M;2;41;0;0;0;2;0;0;0;0
21;36;11143;66416.40839;63856.37472;30226;3;18.3;8.2;879;3.1;0.4;6.5;0.210614929;0.210614929;0;-20.55107061;14;30;3;0.14;4.67;F;0;25;0;0;0;0;0;0;0;0
1;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;6.944551449;5.126370071;1.818181377;-2.673594074;45;33;3.3;0.45;13.64;F;0;15;2;0;0;0;0;0;2;0
2;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;3.316993868;0.589721802;2.727272066;-9.896531061;65;38;3.8;0.65;17.11;F;0;70;0;0;0;0;0;0;3;0
3;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;6.035715967;6.035715967;0;3.374500081;42;31;3.1;0.42;13.55;F;2;51;2;0;0;0;0;0;0;0
4;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;1.877153558;0.05897218;1.818181377;1.018978888;70;37;3.7;0.7;18.92;F;0;7;0;0;0;0;0;0;2;0
5;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;6.313472467;5.404381778;0.909090689;8.374500081;47;31;3.1;0.47;15.16;F;0;48;2;0;0;0;0;0;1;0
6;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;0.404380664;0.404380664;0;-5.828834797;52;35;3.5;0.52;14.86;F;0;48;0;0;0;0;0;0;0;0
7;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;6.271156866;2.634794112;3.636362755;-1.287197317;62;36;3.6;0.62;17.22;F;0;16;1;0;0;0;0;0;4;0
8;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;2.32518882;2.32518882;0;-6.619708676;46;34;3.4;0.46;13.53;F;0;276;0;0;0;0;0;0;0;0
9;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;3.712631951;3.712631951;0;-4.828834797;53;35;3.5;0.53;15.14;F;2;72;1;0;0;0;0;0;0;0
10;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;1.962165336;1.053074647;0.909090689;-1.896531061;73;38;3.8;0.73;19.21;M;0;125;0;0;0;0;0;0;1;0
12;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;6.577312882;0.311710095;0;-16.00426611;27;32;3.2;0.27;8.44;F;3;457;0;0;0;0;0;0;2;0
13;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;6.136425903;0.681881772;5.454544132;-11.8288348;46;35;3.5;0.46;13.14;F;2;9;0;0;0;0;0;0;6;0
16;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;1.835030572;0.016849194;1.818181377;-20.8288348;37;35;3.5;0.37;10.57;M;0;2;0;0;0;0;0;0;2;0
17;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;1.759975003;0.850884315;0.909090689;-6.828834797;51;35;3.5;0.51;14.57;M;0;101;0;0;0;0;0;0;1;0
18;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;1.195526993;0.286436304;0.909090689;-15.01995204;66;39;3.9;0.66;16.92;F;0;34;0;0;0;0;0;0;1;0
19;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;1.330320547;0.421229859;0.909090689;-1.55107061;33;30;3;0.33;11;M;0;50;0;0;0;0;0;0;1;0
20;38;2869;16286.39435;53189.11542;356;7;18;8;725;2;0.22;6;0;0;0;-17.8288348;40;35;3.5;0.4;11.43;F;0;0;0;0;0;0;0;0;0;0
1;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.033698389;0.033698389;0;2.629676861;30;28;2.8;0.3;10.71;M;0;4;0;0;0;0;0;0;0;0
2;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.067396777;0.067396777;0;-1.828834797;56;35;3.5;0.56;16;F;0;8;0;0;0;0;0;0;0;0
3;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;1.212631394;1.212631394;0;3.995733885;47;32;3.2;0.47;14.69;M;2;72;0;0;0;0;0;0;0;0
4;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.025273792;0.025273792;0;4.374500081;43;31;3.1;0.43;13.87;F;0;3;0;0;0;0;0;0;0;0
5;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;5.530495436;5.530495436;0;8.374500081;47;31;3.1;0.47;15.16;F;1;27;2;0;0;0;0;0;0;0
6;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.943554884;0.943554884;0;9.171165203;67;35;3.5;0.67;19.14;M;0;112;0;0;0;0;0;0;0;0
7;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;1.246074483;1.246074483;0;3.980047958;85;39;3.9;0.85;21.79;M;3;40;0;0;0;0;0;0;0;0
8;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;1.060988644;1.060988644;0;10.99573389;54;32;3.2;0.54;16.88;M;2;54;0;0;0;0;0;0;0;0
9;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.98516727;0.98516727;0;11.38029132;64;34;3.4;0.64;18.82;F;2;45;0;0;0;0;0;0;0;0
10;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.488371336;0.488371336;0;12.44892939;47;30;3;0.47;15.67;F;1;22;0;0;0;0;0;0;0;0
11;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.193765735;0.193765735;0;-21.28719732;42;36;3.6;0.42;11.67;F;0;23;0;0;0;0;0;0;0;0
12;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;3.544140007;3.544140007;0;1.171165203;59;35;3.5;0.59;16.86;M;2;52;1;0;0;0;0;0;0;0
13;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.109519763;0.109519763;0;-13.62549992;25;31;3.1;0.25;8.06;M;0;13;0;0;0;0;0;0;0;0
14;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.614484994;0.614484994;0;-33.89653106;41;38;3.8;0.41;10.79;F;2;1;0;0;0;0;0;0;0;0
15;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.050547583;0.050547583;0;1.629676861;29;28;2.8;0.29;10.36;F;0;6;0;0;0;0;0;0;0;0
16;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;1.810011894;1.810011894;0;-9.287197317;54;36;3.6;0.54;15;F;5;35;0;0;0;0;0;0;0;0
17;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.959893478;0.959893478;0;-4.625499919;34;31;3.1;0.34;10.97;F;2;42;0;0;0;0;0;0;0;0
18;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;1.64151995;1.64151995;0;7.171165203;65;35;3.5;0.65;18.57;F;5;15;0;0;0;0;0;0;0;0
19;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;2.946248907;2.946248907;0;-9.619708676;43;34;3.4;0.43;12.65;M;1;17;1;0;0;0;0;0;0;0
20;39;12700;23736.38943;63663.03924;10148;3;19.3;8.1;945;7.8;2.1;1.6;0.412549962;0.412549962;0;-4.619708676;48;34;3.4;0.48;14.12;M;1;13;0;0;0;0;0;0;0;0
1;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;1.179443605;1.179443605;0;-3.019952042;78;39;3.9;0.78;20;F;0;140;0;0;0;0;0;0;0;0
2;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.572872608;0.572872608;0;6.103468939;81;38;3.8;0.81;21.32;M;0;68;0;0;0;0;0;0;0;0
4;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.32855929;0.32855929;0;-0.337508932;87;40;4;0.87;21.75;F;0;39;0;0;0;0;0;0;0;0
5;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;2.758891672;1.330320454;1.428571218;19.64479724;141;45;4.5;1.41;31.33;M;3;50;0;1;0;0;0;0;0;0
6;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;4.465036503;4.465036503;0;8.980047958;90;39;3.9;0.9;23.08;M;0;530;0;0;0;0;0;0;0;0
7;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;2.894451126;1.465879909;1.428571218;14.01897889;83;37;3.7;0.83;22.43;M;0;174;0;1;0;0;0;0;0;0
8;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;1.710193227;1.710193227;0;4.380291324;57;34;3.4;0.57;16.76;F;0;203;0;0;0;0;0;0;0;0
9;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.168491944;0.168491944;0;2.682756158;110;43;4.3;1.1;25.58;F;0;20;0;0;0;0;0;0;0;0
10;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.867733509;0.867733509;0;8.374500081;47;31;3.1;0.47;15.16;M;0;103;0;0;0;0;0;0;0;0
11;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;2.296049427;0.867478209;1.428571218;-16.49992995;84;42;4.2;0.84;20;M;1;67;0;1;0;0;0;0;0;0
12;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.547598816;0.547598816;0;-9.55107061;25;30;3;0.25;8.33;M;0;65;0;0;0;0;0;0;0;0
13;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.977253272;0.977253272;0;-10.28719732;53;36;3.6;0.53;14.72;F;0;116;0;0;0;0;0;0;0;0
14;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.353833081;0.353833081;0;-18.98102111;50;37;3.7;0.5;13.51;M;0;42;0;0;0;0;0;0;0;0
15;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;1.807678091;0.379106873;1.428571218;-23.8288348;34;35;3.5;0.34;9.71;M;0;45;0;1;0;0;0;0;0;0
16;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.286436304;0.286436304;0;-14.00426611;29;32;3.2;0.29;9.06;F;0;34;0;0;0;0;0;0;0;0
17;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.227464124;0.227464124;0;-19.98102111;49;37;3.7;0.49;13.24;F;0;27;0;0;0;0;0;0;0;0
18;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;2.254181741;0.825610523;1.428571218;-4.004266115;39;32;3.2;0.39;12.19;F;0;98;0;1;0;0;0;0;0;0
19;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.378851573;0.378851573;0;-33.28719732;30;36;3.6;0.3;8.33;M;1;9;0;0;0;0;0;0;0;0
20;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;0.303285498;0.303285498;0;-24.89653106;50;38;3.8;0.5;13.16;M;0;36;0;0;0;0;0;0;0;0
21;40;15598;20784.66418;60384.20904;7186;2;17.6;8;672;5.9;0.56;2.5;1.769165407;1.769165407;0;-22.61970868;30;34;3.4;0.3;8.82;F;0;210;0;0;0;0;0;0;0;0
