fish;site;Updist3;updist;netcen;updist2;nr_species;Temp;pH;Conductivity;Nitrogen;Phosphorus;Oxygen;PI;PI_ecto;PI_endo;confactor2;weight;length;length in cm;weight in g;confactor;Sex ;gyro;tricho;glugea;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine
8;9;23559;49932.68291;47724.46004;14010;4;20.5;8.1;906;2;0.31;7;0.471522142;0.471522142;0;4.164573389;98;41;4.1;0.98;23.9;F;1;20;0;0;0;0;0;0;0;0
9;9;23559;49932.68291;47724.46004;14010;4;20.5;8.1;906;2;0.31;7;17.41607369;2.416072291;15.0000014;21.98004796;103;39;3.9;1.03;26.41;F;7;35;0;0;3;0;0;0;0;1
10;9;23559;49932.68291;47724.46004;14010;4;20.5;8.1;906;2;0.31;7;8.392306576;0.05897218;8.333334396;1.103468939;76;38;3.8;0.76;20;M;0;7;0;0;1;0;0;0;0;1
2;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.319879393;0.319879393;0;-12.49992995;88;42;4.2;0.88;20.95;M;1;2;0;0;0;0;0;0;0;0
3;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.311454796;0.311454796;0;1.164573389;95;41;4.1;0.95;23.17;F;1;1;0;0;0;0;0;0;0;0
4;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.244313318;0.244313318;0;4.164573389;98;41;4.1;0.98;23.9;M;0;29;0;0;0;0;0;0;0;0
5;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.968062776;0.968062776;0;-14.33750893;73;40;4;0.73;18.25;M;3;7;0;0;0;0;0;0;0;0
6;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.429399156;0.429399156;0;-1.287197317;62;36;3.6;0.62;17.22;M;1;15;0;0;0;0;0;0;0;0
7;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.067396777;0.067396777;0;-1.273593151;113;44;4.4;1.13;25.68;M;0;8;0;0;0;0;0;0;0;0
8;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.505475831;0.505475831;0;-3.287197317;60;36;3.6;0.6;16.67;F;0;60;0;0;0;0;0;0;0;0
9;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;5.522196967;2.188863467;3.3333335;4.018978888;73;37;3.7;0.73;19.73;F;6;44;0;0;1;0;0;0;0;0
10;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.143218152;0.143218152;0;13.45170246;142;46;4.6;1.42;30.87;M;0;17;0;0;0;0;0;0;0;0
11;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.909090596;0.909090596;0;8.726406849;123;44;4.4;1.23;27.95;F;3;0;0;0;0;0;0;0;0;0
12;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;3.61159919;3.61159919;0;14.38029132;67;34;3.4;0.67;19.71;F;10;69;0;0;0;0;0;0;0;0
14;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.631334189;0.631334189;0;22.66249107;110;40;4;1.1;27.5;M;2;3;0;0;0;0;0;0;0;0
15;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;5.025399717;5.025399717;0;-19.83542661;74;41;4.1;0.74;18.05;M;16;21;0;0;0;0;0;0;0;0
16;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;2.466364574;2.466364574;0;-22.98102111;46;37;3.7;0.46;12.43;F;8;5;0;0;0;0;0;0;0;0
17;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;5.708047388;5.708047388;0;-9.019952042;72;39;3.9;0.72;18.46;F;15;138;0;0;0;0;0;0;0;0
18;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;1.607821561;1.607821561;0;-18.49992995;82;42;4.2;0.82;19.52;M;5;11;0;0;0;0;0;0;0;0
19;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;1.607821561;1.607821561;0;-12.83542661;81;41;4.1;0.81;19.76;F;5;11;0;0;0;0;0;0;0;0
20;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;0.530749622;0.530749622;0;-12.8288348;45;35;3.5;0.45;12.86;F;0;63;0;0;0;0;0;0;0;0
21;11;23356;52217.7333;49875.30195;16039;3;18.2;8.3;691;8.3;1.2;2.2;2.870745238;2.870745238;0;-6.499929954;94;42;4.2;0.94;22.38;M;8;53;0;0;0;0;0;0;0;0
1;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;0.65660798;0.65660798;0;-2.619708676;50;34;3.4;0.5;14.71;M;2;6;0;0;0;0;0;0;0;0
2;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;3.485485532;3.485485532;0;0.773893371;20;25;2.5;0.2;8;F;9;90;0;0;0;0;0;0;0;0
3;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;5.533683845;5.533683845;0;-2.370323139;25;28;2.8;0.25;8.93;M;5;477;0;0;0;0;0;0;0;0
4;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;10.79369578;10.79369578;0;-18.8288348;39;35;3.5;0.39;11.14;M;26;346;0;0;0;0;0;0;0;0
5;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;2.550610546;2.550610546;0;-4.572224676;17;26;2.6;0.17;6.54;M;8;15;0;0;0;0;0;0;0;0
6;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;7.320719646;7.320719646;0;-3.287197317;60;36;3.6;0.6;16.67;M;1;833;0;0;0;0;0;0;0;0
10;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;5.295752726;5.295752726;0;7.326405926;55;33;3.3;0.55;16.67;M;13;161;0;0;0;0;0;0;0;0
11;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;2.727271787;2.727271787;0;2.374500081;41;31;3.1;0.41;13.23;M;9;0;0;0;0;0;0;0;0;0
12;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;6.145871141;6.145871141;0;-30.35520276;91;45;4.5;0.91;20.22;F;16;154;0;0;0;0;0;0;0;0
15;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;6.090983758;6.090983758;0;-12.8288348;45;35;3.5;0.45;12.86;F;0;723;0;0;0;0;0;0;0;0
17;12;4714;26695.48849;61880.37268;1932;1;19.2;7.6;907;15.93;1.15;6;7.525717979;7.525717979;0;-18.61970868;34;34;3.4;0.34;10;M;23;66;0;0;0;0;0;0;0;0
2;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.959638272;0.050547583;0.909090689;2.44892939;37;30;3;0.37;12.33;M;0;6;0;0;0;0;0;0;1;0
3;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.008424597;0.008424597;0;-0.499929954;100;42;4.2;1;23.81;M;0;1;0;0;0;0;0;0;0;0
5;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.412549962;0.412549962;0;9.712802683;73;36;3.6;0.73;20.28;M;1;13;0;0;0;0;0;0;0;0
6;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0;0;0;-1.337508932;86;40;4;0.86;21.5;F;0;0;0;0;0;0;0;0;0;0
7;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0;0;0;7.451702455;136;46;4.6;1.36;29.57;F;0;0;0;0;0;0;0;0;0;0
8;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0;0;0;9.500070046;110;42;4.2;1.1;26.19;F;0;0;0;0;0;0;0;0;0;0
10;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.176916541;0.176916541;0;9.205246691;40;29;2.9;0.4;13.79;M;0;21;0;0;0;0;0;0;0;0
11;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0;0;0;9.164573389;103;41;4.1;1.03;25.12;F;0;0;0;0;0;0;0;0;0;0
13;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;1.347169649;1.347169649;0;-5.273593151;109;44;4.4;1.09;24.77;M;3;52;0;0;0;0;0;0;0;0
14;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;4.301396276;0.968062776;3.3333335;8.682756158;116;43;4.3;1.16;26.98;M;3;7;0;0;1;0;0;0;0;0
16;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;1.759464404;0.850373715;0.909090689;5.380291324;58;34;3.4;0.58;17.06;F;2;29;0;0;0;0;0;0;1;0
17;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.261162512;0.261162512;0;8.682756158;116;43;4.3;1.16;26.98;F;0;31;0;0;0;0;0;0;0;0
18;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;3.409091246;2.500000557;0.909090689;-17.49992995;83;42;4.2;0.83;19.76;M;0;0;1;0;0;0;0;0;1;0
19;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.042122986;0.042122986;0;-30.31724384;77;43;4.3;0.77;17.91;F;0;5;0;0;0;0;0;0;0;0
20;13;22058;25511.68194;60618.70108;1002;5;19.7;7.9;808;2;0.35;7.6;0.32830399;0.32830399;0;-4.337508932;83;40;4;0.83;20.75;F;1;3;0;0;0;0;0;0;0;0
1;14;10487;15064.96775;56056.62109;13713;2;19.7;7.9;808;2;0.35;7.6;0.008424597;0.008424597;0;-0.896531061;74;38;3.8;0.74;19.47;M;0;1;0;0;0;0;0;0;0;0
3;14;10487;15064.96775;56056.62109;13713;2;19.7;7.9;808;2;0.35;7.6;1.035714853;1.035714853;0;2.380291324;56;34;3.4;0.56;16.47;M;2;51;0;0;0;0;0;0;0;0
4;14;10487;15064.96775;56056.62109;13713;2;19.7;7.9;808;2;0.35;7.6;1.818181377;0;1.818181377;3.380291324;69;36;3.6;0.69;19.17;F;0;0;0;0;0;0;0;0;2;0
6;14;10487;15064.96775;56056.62109;13713;2;19.7;7.9;808;2;0.35;7.6;0.959638272;0.050547583;0.909090689;1.380291324;54;34;3.4;0.54;15.88;M;0;6;0;0;0;0;0;0;1;0
11;14;10487;15064.96775;56056.62109;13713;2;18;7.7;593;5.1;0.47;6.6;1.927701141;0.109519763;1.818181377;14.1711652;72;35;3.5;0.72;20.57;M;0;13;0;0;0;0;0;0;2;0
12;14;10487;15064.96775;56056.62109;13713;2;18;7.7;593;5.1;0.47;6.6;0.353577782;0.353577782;0;-21.49992995;79;42;4.2;0.79;18.81;M;1;6;0;0;0;0;0;0;0;0
17;14;10487;15064.96775;56056.62109;13713;2;18;7.7;593;5.1;0.47;6.6;1.894002752;0.075821375;1.818181377;45.61567012;307;64;6.4;3.07;47.97;F;0;9;0;0;0;0;0;0;2;0
18;14;10487;15064.96775;56056.62109;13713;2;18;7.7;593;5.1;0.47;6.6;5.758595343;2.122232589;3.636362755;43.13556424;224;53;5.3;2.24;42.26;M;3;144;0;0;0;0;0;0;4;0
19;14;10487;15064.96775;56056.62109;13713;2;18;7.7;593;5.1;0.47;6.6;0.437823753;0.437823753;0;-4.55107061;30;30;3;0.3;10;M;1;16;0;0;0;0;0;0;0;0
20;14;10487;15064.96775;56056.62109;13713;2;18;7.7;593;5.1;0.47;6.6;2.658562405;1.229991188;1.428571218;-1.370323139;26;28;2.8;0.26;9.29;M;0;146;0;1;0;0;0;0;0;0
1;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.016849194;0.016849194;0;2.171165203;60;35;3.5;0.6;17.14;M;0;2;0;0;0;0;0;0;0;0
2;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0;0;0;-1.572224676;20;26;2.6;0.2;7.69;M;0;0;0;0;0;0;0;0;0;0
4;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.303030199;0.303030199;0;-6.273593151;108;44;4.4;1.08;24.55;F;1;0;0;0;0;0;0;0;0;0
5;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.622909591;0.622909591;0;5.164573389;99;41;4.1;0.99;24.15;M;2;2;0;0;0;0;0;0;0;0
7;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.008424597;0.008424597;0;-1.849261844;12;21;2.1;0.12;5.71;M;0;1;0;0;0;0;0;0;0;0
8;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.042122986;0.042122986;0;3.205246691;34;29;2.9;0.34;11.72;F;0;5;0;0;0;0;0;0;0;0
9;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.185341138;0.185341138;0;-1.828834797;56;35;3.5;0.56;16;F;0;22;0;0;0;0;0;0;0;0
10;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0;0;0;-9.499929954;91;42;4.2;0.91;21.67;M;0;0;0;0;0;0;0;0;0;0
11;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.303030199;0.303030199;0;8.7330238;26;24;2.4;0.26;10.83;F;1;0;0;0;0;0;0;0;0;0
12;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.134793555;0.134793555;0;3.980047958;85;39;3.9;0.85;21.79;M;0;16;0;0;0;0;0;0;0;0
13;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.008424597;0.008424597;0;8.018978888;77;37;3.7;0.77;20.81;F;0;1;0;0;0;0;0;0;0;0
15;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.690306369;0.690306369;0;-8.981021112;60;37;3.7;0.6;16.22;F;2;10;0;0;0;0;0;0;0;0
16;15;15788;67470.6868;63687.74746;67720;4;17.3;8.1;664;2;0.18;7.3;0.008424597;0.008424597;0;-18.8288348;39;35;3.5;0.39;11.14;M;0;1;0;0;0;0;0;0;0;0
1;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.925939883;0.016849194;0.909090689;61.68275616;169;43;4.3;1.69;39.3;M;0;2;0;0;0;0;0;0;1;0
5;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;2.516849694;0.016849194;2.500000499;0.171165203;58;35;3.5;0.58;16.57;F;0;2;0;0;0;0;1;0;0;0
6;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;6.428572216;0;6.428572216;1.374500081;40;31;3.1;0.4;12.9;F;0;0;0;1;0;0;2;0;0;0
8;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.050547583;0.050547583;0;12.98004796;94;39;3.9;0.94;24.1;M;0;6;0;0;0;0;0;0;0;0
9;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.925939883;0.016849194;0.909090689;2.326405926;50;33;3.3;0.5;15.15;M;0;2;0;0;0;0;0;0;1;0
10;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.008424597;0.008424597;0;21.16089761;157;47;4.7;1.57;33.4;M;0;1;0;0;0;0;0;0;0;0
11;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0;0;0;16.34125825;167;49;4.9;1.67;34.08;F;0;0;0;0;0;0;0;0;0;0
12;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0;0;0;51.72335185;225;52;5.2;2.25;43.27;F;0;0;0;0;0;0;0;0;0;0
13;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.303285498;0.303285498;0;-2.337508932;85;40;4;0.85;21.25;F;0;36;0;0;0;0;0;0;0;0
14;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.404125365;0.404125365;0;30.71280268;94;36;3.6;0.94;26.11;M;1;12;0;0;0;0;0;0;0;0
15;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;3.569222221;0.235888721;3.3333335;-107.2434998;126;60;6;1.26;21;F;0;28;0;0;1;0;0;0;0;0
16;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0;0;0;-91.86443576;89;53;5.3;0.89;16.79;F;0;0;0;0;0;0;0;0;0;0
17;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0;0;0;-36.21384216;107;48;4.8;1.07;22.29;F;0;0;0;0;0;0;0;0;0;0
18;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.134793555;0.134793555;0;-39.28719732;24;36;3.6;0.24;6.67;M;0;16;0;0;0;0;0;0;0;0
19;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0.202190332;0.202190332;0;-44.01995204;37;39;3.9;0.37;9.49;F;0;24;0;0;0;0;0;0;0;0
20;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;0;0;0;-13.89653106;61;38;3.8;0.61;16.05;M;0;0;0;0;0;0;0;0;0;0
21;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;1.554940175;0.126368958;1.428571218;-8.355202759;113;45;4.5;1.13;25.11;F;0;15;0;1;0;0;0;0;0;0
22;16;7066;72561.65994;68548.10804;3481;2;17.4;7.6;596;2;0.15;8.3;4.310987445;0.025273792;4.285713653;-35.45585762;205;61;6.1;2.05;33.61;F;0;3;0;3;0;0;0;0;0;0
1;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.379106873;0.379106873;0;11.10346894;86;38;3.8;0.86;22.63;F;0;45;0;0;0;0;0;0;0;0
2;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.075821375;0.075821375;0;34.50007005;135;42;4.2;1.35;32.14;M;0;9;0;0;0;0;0;0;0;0
3;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.067396777;0.067396777;0;15.66249107;103;40;4;1.03;25.75;M;0;8;0;0;0;0;0;0;0;0
4;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;5.286817529;5.286817529;0;11.38029132;64;34;3.4;0.64;18.82;F;15;88;0;0;0;0;0;0;0;0
5;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.025273792;0.025273792;0;4.380291324;57;34;3.4;0.57;16.76;F;0;3;0;0;0;0;0;0;0;0
6;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.126368958;0.126368958;0;4.291391489;20;23;2.3;0.2;8.7;M;0;15;0;0;0;0;0;0;0;0
7;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.050547583;0.050547583;0;15.16457339;109;41;4.1;1.09;26.59;M;0;6;0;0;0;0;0;0;0;0
9;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.26958711;0.26958711;0;10.66249107;98;40;4;0.98;24.5;F;0;32;0;0;0;0;0;0;0;0
10;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;2.763267874;2.763267874;0;2.380291324;55;34;3.4;0.55;16.18;F;0;328;0;0;0;0;0;0;0;0
11;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.303030199;0.303030199;0;18.98004796;100;39;3.9;1;25.64;F;1;0;0;0;0;0;0;0;0;0
12;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;2.752545578;2.752545578;0;42.50007005;143;42;4.2;1.43;34.05;M;9;3;0;0;0;0;0;0;0;0
13;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;2.912868224;2.912868224;0;-48.16002602;110;50;5;1.1;22;F;8;58;0;0;0;0;0;0;0;0
14;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.749533849;0.749533849;0;22.10346894;97;38;3.8;0.97;25.53;F;1;53;0;0;0;0;0;0;0;0
15;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.025273792;0.025273792;0;-31.21384216;112;48;4.8;1.12;23.33;M;0;3;0;0;0;0;0;0;0;0
17;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;1.245819183;1.245819183;0;-26.31724384;81;43;4.3;0.81;18.84;F;4;4;0;0;0;0;0;0;0;0
18;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.303030199;0.303030199;0;-47.31724384;60;43;4.3;0.6;13.95;M;1;0;0;0;0;0;0;0;0;0
19;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.134793555;0.134793555;0;-32.49992995;68;42;4.2;0.68;16.19;F;0;16;0;0;0;0;0;0;0;0
20;17;9932;39387.48543;45271.81713;8617;3;17.4;7.6;545;4.6;0.46;5.2;0.370682276;0.370682276;0;-79.27664815;94;52;5.2;0.94;18.08;M;0;44;0;0;0;0;0;0;0;0
1;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;10.01684677;0.016849194;9.999997575;3.980047958;85;39;3.9;0.85;21.79;M;0;2;0;0;0;0;0;0;11;0
2;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.984912063;0.075821375;0.909090689;8.018978888;77;37;3.7;0.77;20.81;M;0;9;0;0;0;0;0;0;1;0
3;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.092670569;0.092670569;0;-7.896531061;67;38;3.8;0.67;17.63;F;0;11;0;0;0;0;0;0;0;0
5;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;9.234890845;1.053074647;8.181816198;15.37450008;54;31;3.1;0.54;17.42;M;0;125;0;0;0;0;0;0;9;0
6;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.766638343;0.766638343;0;20.1711652;78;35;3.5;0.78;22.29;M;0;91;0;0;0;0;0;0;0;0
7;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;5.008438247;0.008424597;5.00001365;19.38029132;72;34;3.4;0.72;21.18;M;0;1;0;0;0;1;0;0;0;0
12;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.176916541;0.176916541;0;49.15073816;63;21;2.1;0.63;30;M;0;21;0;0;0;0;0;0;0;0
13;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;1.415332325;1.415332325;0;16.37450008;55;31;3.1;0.55;17.74;F;0;168;0;0;0;0;0;0;0;0
14;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0;0;0;11.01897889;80;37;3.7;0.8;21.62;F;0;0;0;0;0;0;0;0;0;0
15;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0;0;0;-11.54829754;117;46;4.6;1.17;25.43;F;0;0;0;0;0;0;0;0;0;0
16;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.008424597;0.008424597;0;-9.839102386;126;47;4.7;1.26;26.81;M;0;1;0;0;0;0;0;0;0;0
17;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.008424597;0.008424597;0;-53.70391986;112;51;5.1;1.12;21.96;M;0;1;0;0;0;0;0;0;0;0
18;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;4.865332836;0.319879393;4.545453443;-14.61970868;38;34;3.4;0.38;11.18;M;1;2;0;0;0;0;0;0;5;0
19;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.050547583;0.050547583;0;-21.00426611;22;32;3.2;0.22;6.88;F;0;6;0;0;0;0;0;0;0;0
20;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0.252737915;0.252737915;0;-28.8288348;29;35;3.5;0.29;8.29;M;0;30;0;0;0;0;0;0;0;0
21;18;9992;15837.75852;44142.91515;4261;3;22.5;7.6;561;3.207777778;0.054;2.1;0;0;0;-37.70391986;128;51;5.1;1.28;25.1;M;0;0;0;0;0;0;0;0;0;0
1;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.378851573;0.378851573;0;-2.287197317;61;36;3.6;0.61;16.94;F;1;9;0;0;0;0;0;0;0;0
2;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.016849194;0.016849194;0;-3.019952042;78;39;3.9;0.78;20;M;0;2;0;0;0;0;0;0;0;0
3;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.319879393;0.319879393;0;3.205246691;34;29;2.9;0.34;11.72;F;1;2;0;0;0;0;0;0;0;0
4;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;1.717596625;1.717596625;0;1.44892939;36;30;3;0.36;12;F;4;60;0;0;0;0;0;0;0;0
6;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.379106873;0.379106873;0;0.70844478;25;27;2.7;0.25;9.26;F;0;45;0;0;0;0;0;0;0;0
7;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;1.330065154;1.330065154;0;2.773893371;22;25;2.5;0.22;8.8;F;4;14;0;0;0;0;0;0;0;0
10;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;1.279772871;1.279772871;0;-0.794753309;30;29;2.9;0.3;10.34;F;3;44;0;0;0;0;0;0;0;0
11;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.606060397;0.606060397;0;33.50007005;134;42;4.2;1.34;31.9;F;2;0;0;0;0;0;0;0;0;0
12;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.32830399;0.32830399;0;49.68275616;157;43;4.3;1.57;36.51;M;1;3;0;0;0;0;0;0;0;0
13;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;0.311454796;0.311454796;0;-34.28719732;29;36;3.6;0.29;8.06;F;1;1;0;0;0;0;0;0;0;0
14;19;6093;67396.48604;64632.42266;31094;1;16.2;8.3;941;0.75;0.24;8.7;1.220545391;1.220545391;0;-10.58040331;193;56;5.6;1.93;34.46;F;4;1;0;0;0;0;0;0;0;0
