site;fish;parspeciesrichness;div_shannon;div_simpson;;temp;pH;conductivity;nitrogen;phosphorus;oxygen;netcen;updist;updist2;updist3;fishspeciesrichness;weight;length;confactor;Sex ;PI;gyro;tricho;glugea;ecto_screener;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine;endo_screener
11;12;2;0.379837729;0.221118411;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;67;34;19.71;F;3.61;10;69;0;PH;0;0;0;0;0;0;0;PH
11;14;2;0.673011667;0.48;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;110;40;27.5;M;0.63;2;3;0;ID;0;0;0;0;0;0;0;ID
11;15;2;0.683988433;0.490869248;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;74;41;18.05;M;5.03;16;21;0;AD;0;0;0;0;0;0;0;AD
11;16;2;0.666278442;0.473372781;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;46;37;12.43;F;2.47;8;5;0;ID;0;0;0;0;0;0;0;ID
11;17;2;0.320753205;0.176855056;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;72;39;18.46;F;5.71;15;138;0;SM;0;0;0;0;0;0;0;SM
11;18;2;0.621086375;0.4296875;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;82;42;19.52;M;1.61;5;11;0;SM;0;0;0;0;0;0;0;SM
11;19;2;0.621086375;0.4296875;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;81;41;19.76;F;1.61;5;11;0;SM;0;0;0;0;0;0;0;SM
11;20;1;0;0;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;45;35;12.86;F;0.53;0;63;0;SM;0;0;0;0;0;0;0;SM
11;21;2;0.388562327;0.227895727;;18.2;8.3;691;8.3;1.2;2.2;49875.30195;52217.7333;16039;23356;3;94;42;22.38;M;2.87;8;53;0;ID;0;0;0;0;0;0;0;ID
12;1;2;0.562335145;0.375;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;50;34;14.71;M;0.66;2;6;0;SM;0;0;0;0;0;0;0;SM
12;2;2;0.304636097;0.165289256;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;20;25;8;F;3.49;9;90;0;SM;0;0;0;0;0;0;0;SM
12;3;2;0.057710596;0.020531671;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;25;28;8.93;M;5.53;5;477;0;SM;0;0;0;0;0;0;0;SM
12;4;2;0.253360719;0.130015031;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;39;35;11.14;M;10.79;26;346;0;SM;0;0;0;0;0;0;0;SM
12;5;2;0.646090505;0.4536862;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;17;26;6.54;M;2.55;8;15;0;SM;0;0;0;0;0;0;0;SM
12;6;2;0.00926335;0.002395206;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;60;36;16.67;M;7.32;1;833;0;SM;0;0;0;0;0;0;0;SM
12;10;2;0.265661941;0.138261329;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;55;33;16.67;M;5.3;13;161;0;SM;0;0;0;0;0;0;0;SM
12;11;1;0;0;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;41;31;13.23;M;2.73;9;0;0;PH;0;0;0;0;0;0;0;PH
12;12;2;0.311962435;0.170519031;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;91;45;20.22;F;6.15;16;154;0;SM;0;0;0;0;0;0;0;ID
12;15;1;0;0;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;45;35;12.86;F;6.09;0;723;0;AD;0;0;0;0;0;0;0;AD
12;17;2;0.571405134;0.383284939;;19.2;7.6;907;15.93;1.15;6;61880.37268;26695.48849;1932;4714;1;34;34;10;M;7.53;23;66;0;SM;0;0;0;0;0;0;0;SM
13;2;2;0.410116318;0.244897959;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;37;30;12.33;M;0.96;0;6;0;SM;0;0;0;0;0;1;0;SM
13;3;1;0;0;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;100;42;23.81;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
13;5;2;0.257318641;0.132653061;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;73;36;20.28;M;0.41;1;13;0;SM;0;0;0;0;0;0;0;SM
13;6;0;0;1;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;86;40;21.5;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
13;7;0;0;1;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;136;46;29.57;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
13;8;0;0;1;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;110;42;26.19;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
13;10;1;0;0;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;40;29;13.79;M;0.18;0;21;0;SM;0;0;0;0;0;0;0;SM
13;11;0;0;1;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;103;41;25.12;F;0;0;0;0;PH;0;0;0;0;0;0;0;PH
13;12;NA;NA;NA;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;76;39;19.49;M;2.66;;19;1;SM;0;0;0;0;0;0;0;ID
13;13;2;0.211687545;0.103140496;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;109;44;24.77;M;1.35;3;52;0;SM;0;0;0;0;0;0;0;ID
13;14;3;0.859967281;0.512396694;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;116;43;26.98;M;4.3;3;7;0;SM;0;1;0;0;0;0;0;ID
13;15;;;;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;98;44;22.27;M;1.54;;13;0;SM;1;0;0;0;0;0;0;ID
13;16;3;0.370802358;0.173828125;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;58;34;17.06;F;1.76;2;29;0;SM;0;0;0;0;0;1;0;ID
13;17;1;0;0;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;116;43;26.98;F;0.26;0;31;0;AD;0;0;0;0;0;0;0;ID
13;18;2;0.693147181;0.5;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;83;42;19.76;M;3.41;0;0;1;AD;0;0;0;0;0;1;0;SM
13;19;1;0;0;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;77;43;17.91;F;0.04;0;5;0;AD;0;0;0;0;0;0;0;SM
13;20;2;0.562335145;0.375;;19.7;7.9;808;2;0.35;7.6;60618.70108;25511.68194;1002;22058;5;83;40;20.75;F;0.33;1;3;0;ID;0;0;0;0;0;0;0;ID
14;1;1;0;0;;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;74;38;19.47;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
14;3;2;0.160680562;0.07262371;;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;56;34;16.47;M;1.04;2;51;0;SM;0;0;0;0;0;0;0;SM
14;4;1;0;0;;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;69;36;19.17;F;1.82;0;0;0;SM;0;0;0;0;0;2;0;SM
14;6;2;0.410116318;0.244897959;;19.7;7.9;808;2;0.35;7.6;56056.62109;15064.96775;13713;10487;2;54;34;15.88;M;0.96;0;6;0;SM;0;0;0;0;0;1;0;SM
14;11;2;0.392674467;0.231111111;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;72;35;20.57;M;1.93;0;13;0;PH;0;0;0;0;0;2;0;PH
14;12;2;0.410116318;0.244897959;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;79;42;18.81;M;0.35;1;6;0;SM;0;0;0;0;0;0;0;AD
14;13;NA;NA;NA;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;96;40;24;M;0.52;;62;0;SM;0;0;0;0;0;0;0;AD
14;14;NA;NA;NA;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;71;38;18.68;M;0.03;;3;0;SM;0;0;0;0;0;0;0;AD
14;15;NA;NA;NA;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;56;31;18.06;F;0.03;;3;0;SM;0;0;0;0;0;0;0;AD
14;16;NA;NA;NA;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;57;35;16.29;M;0.48;;57;0;SM;0;0;0;0;0;0;0;AD
14;17;2;0.474139313;0.297520661;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;307;64;47.97;F;1.89;0;9;0;SM;0;0;0;0;0;2;0;SM
14;18;3;0.21930547;0.08946976;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;224;53;42.26;M;5.76;3;144;0;SM;0;0;0;0;0;4;0;SM
14;19;2;0.223718076;0.110726644;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;30;30;10;M;0.44;1;16;0;SM;0;0;0;0;0;0;0;SM
14;20;2;0.040728051;0.013512888;;18;7.7;593;5.1;0.47;6.6;56056.62109;15064.96775;13713;10487;2;26;28;9.29;M;2.66;0;146;0;SM;1;0;0;0;0;0;0;SM
15;1;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;60;35;17.14;M;0.02;0;2;0;SM;0;0;0;0;0;0;0;SM
15;2;0;0;1;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;20;26;7.69;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
15;4;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;108;44;24.55;F;0.3;1;0;0;SM;0;0;0;0;0;0;0;SM
15;5;2;0.693147181;0.5;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;99;41;24.15;M;0.62;2;2;0;SM;0;0;0;0;0;0;0;SM
15;7;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;12;21;5.71;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
15;8;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;34;29;11.72;F;0.04;0;5;0;SM;0;0;0;0;0;0;0;SM
15;9;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;56;35;16;F;0.19;0;22;0;SM;0;0;0;0;0;0;0;SM
15;10;0;0;1;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;91;42;21.67;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
15;11;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;26;24;10.83;F;0.3;1;0;0;ID;0;0;0;0;0;0;0;ID
15;12;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;85;39;21.79;M;0.13;0;16;0;ID;0;0;0;0;0;0;0;ID
15;13;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;77;37;20.81;F;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
15;14;NA;NA;NA;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;41;NA;NA;F;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
15;15;2;0.450561209;0.277777778;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;60;37;16.22;F;0.69;2;10;0;ID;0;0;0;0;0;0;0;ID
15;16;1;0;0;;17.3;8.1;664;2;0.18;7.3;63687.74746;67470.6868;67720;15788;4;39;35;11.14;M;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
16;1;2;0.636514168;0.444444444;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;169;43;39.3;M;0.93;0;2;0;SM;0;0;0;0;0;1;0;SM
16;5;2;0.636514168;0.444444444;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;58;35;16.57;F;2.52;0;2;0;SM;0;0;0;1;0;0;0;SM
16;6;2;0.636514168;0.444444444;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;40;31;12.9;F;6.43;0;0;0;SM;1;0;0;2;0;0;0;SM
16;8;1;0;0;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;94;39;24.1;M;0.05;0;6;0;SM;0;0;0;0;0;0;0;SM
16;9;2;0.636514168;0.444444444;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;50;33;15.15;M;0.93;0;2;0;SM;0;0;0;0;0;1;0;SM
16;10;1;0;0;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;157;47;33.4;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
16;11;0;0;1;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;167;49;34.08;F;0;0;0;0;PH;0;0;0;0;0;0;0;PH
16;12;0;0;1;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;225;52;43.27;F;0;0;0;0;PH;0;0;0;0;0;0;0;PH
16;13;1;0;0;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;85;40;21.25;F;0.3;0;36;0;ID;0;0;0;0;0;0;0;ID
16;14;2;0.271189373;0.142011834;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;94;36;26.11;M;0.4;1;12;0;PH;0;0;0;0;0;0;0;ID
16;15;2;0.149994924;0.066587396;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;126;60;21;F;3.57;0;28;0;ID;0;1;0;0;0;0;0;SM
16;16;0;0;1;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;89;53;16.79;F;0;0;0;0;ID;0;0;0;0;0;0;0;SM
16;17;0;0;1;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;107;48;22.29;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
16;18;1;0;0;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;24;36;6.67;M;0.13;0;16;0;ID;0;0;0;0;0;0;0;ID
16;19;1;0;0;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;37;39;9.49;F;0.2;0;24;0;ID;0;0;0;0;0;0;0;ID
16;20;0;0;1;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;61;38;16.05;M;0;0;0;0;ID;0;0;0;0;0;0;0;ID
16;21;2;0.233791659;0.1171875;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;113;45;25.11;F;1.55;0;15;0;ID;1;0;0;0;0;0;0;ID
16;22;2;0.693147181;0.5;;17.4;7.6;596;2;0.15;8.3;68548.10804;72561.65994;3481;7066;2;205;61;33.61;F;4.31;0;3;0;ID;3;0;0;0;0;0;0;ID
17;1;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;86;38;22.63;F;0.38;0;45;0;SM;0;0;0;0;0;0;0;SM
17;2;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;135;42;32.14;M;0.08;0;9;0;SM;0;0;0;0;0;0;0;SM
17;3;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;103;40;25.75;M;0.07;0;8;0;SM;0;0;0;0;0;0;0;SM
17;4;2;0.415055273;0.24884532;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;64;34;18.82;F;5.29;15;88;0;PH;0;0;0;0;0;0;0;PH
17;5;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;57;34;16.76;F;0.03;0;3;0;ID;0;0;0;0;0;0;0;ID
17;6;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;20;23;8.7;M;0.13;0;15;0;SM;0;0;0;0;0;0;0;SM
17;7;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;109;41;26.59;M;0.05;0;6;0;SM;0;0;0;0;0;0;0;SM
17;9;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;98;40;24.5;F;0.27;0;32;0;PH;0;0;0;0;0;0;0;ID
17;10;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;55;34;16.18;F;2.76;0;328;0;PH;0;0;0;0;0;0;0;PH
17;11;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;100;39;25.64;F;0.3;1;0;0;PH;0;0;0;0;0;0;0;PH
17;12;2;0.562335145;0.375;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;143;42;34.05;M;2.75;9;3;0;PH;0;0;0;0;0;0;0;PH
17;13;2;0.369333122;0.213039486;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;110;50;22;F;2.91;8;58;0;PH;0;0;0;0;0;0;0;ID
17;14;2;0.092216057;0.036351166;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;97;38;25.53;F;0.75;1;53;0;PH;0;0;0;0;0;0;0;PH
17;15;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;112;48;23.33;M;0.03;0;3;0;ID;0;0;0;0;0;0;0;ID
17;17;2;0.693147181;0.5;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;81;43;18.84;F;1.25;4;4;0;ID;0;0;0;0;0;0;0;ID
17;18;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;60;43;13.95;M;0.3;1;0;0;ID;0;0;0;0;0;0;0;ID
17;19;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;68;42;16.19;F;0.13;0;16;0;SM;0;0;0;0;0;0;0;SM
17;20;1;0;0;;17.4;7.6;545;4.6;0.46;5.2;45271.81713;39387.48543;8617;9932;3;94;52;18.08;M;0.37;0;44;0;SM;0;0;0;0;0;0;0;SM
18;1;2;0.429323022;0.26035503;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;85;39;21.79;M;10.02;0;2;0;SM;0;0;0;0;0;11;0;SM
18;2;2;0.325082973;0.18;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;77;37;20.81;M;0.98;0;9;0;SM;0;0;0;0;0;1;0;SM
18;3;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;67;38;17.63;F;0.09;0;11;0;SM;0;0;0;0;0;0;0;SM
18;5;2;0.246241006;0.125306304;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;54;31;17.42;M;9.23;0;125;0;SM;0;0;0;0;0;9;0;SM
18;6;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;78;35;22.29;M;0.77;0;91;0;SM;0;0;0;0;0;0;0;SM
18;7;2;0.693147181;0.5;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;72;34;21.18;M;5.01;0;1;0;SM;0;0;1;0;0;0;0;SM
18;12;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;63;21;30;M;0.18;0;21;0;PH;0;0;0;0;0;0;0;PH
18;13;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;55;31;17.74;F;1.42;0;168;0;PH;0;0;0;0;0;0;0;PH
18;14;0;0;1;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;80;37;21.62;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
18;15;0;0;1;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;117;46;25.43;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
18;16;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;126;47;26.81;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
18;17;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;112;51;21.96;M;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
18;18;3;0.900256051;0.53125;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;38;34;11.18;M;4.87;1;2;0;ID;0;0;0;0;0;5;0;ID
18;19;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;22;32;6.88;F;0.05;0;6;0;ID;0;0;0;0;0;0;0;ID
18;20;1;0;0;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;29;35;8.29;M;0.25;0;30;0;ID;0;0;0;0;0;0;0;ID
18;21;0;0;1;;22.5;7.6;561;3.207777778;0.054;2.1;44142.91515;15837.75852;4261;9992;3;128;51;25.1;M;0;0;0;0;ID;0;0;0;0;0;0;0;ID
19;1;2;0.325082973;0.18;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;61;36;16.94;F;0.38;1;9;0;SM;0;0;0;0;0;0;0;SM
19;2;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;78;39;20;M;0.02;0;2;0;ID;0;0;0;0;0;0;0;ID
19;3;2;0.636514168;0.444444444;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;34;29;11.72;F;0.32;1;2;0;PH;0;0;0;0;0;0;0;PH
19;4;2;0.233791659;0.1171875;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;36;30;12;F;1.72;4;60;0;ID;0;0;0;0;0;0;0;ID
19;6;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;25;27;9.26;F;0.38;0;45;0;ID;0;0;0;0;0;0;0;ID
19;7;2;0.529706199;0.345679012;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;22;25;8.8;F;1.33;4;14;0;PH;0;0;0;0;0;0;0;PH
19;10;2;0.237377798;0.119511091;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;30;29;10.34;F;1.28;3;44;0;SM;0;0;0;0;0;0;0;SM
19;11;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;134;42;31.9;F;0.61;2;0;0;PH;0;0;0;0;0;0;0;PH
19;12;2;0.562335145;0.375;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;157;43;36.51;M;0.33;1;3;0;PH;0;0;0;0;0;0;0;PH
19;13;2;0.693147181;0.5;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;29;36;8.06;F;0.31;1;1;0;PH;0;0;0;0;0;0;0;PH
19;14;2;0.500402424;0.32;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;193;56;34.46;F;1.22;4;1;0;ID;0;0;0;0;0;0;0;ID
19;15;0;0;1;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;66;53;12.45;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
19;16;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;118;56;21.07;F;0.61;2;0;0;ID;0;0;0;0;0;0;0;ID
19;17;0;0;1;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;235;62;37.9;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
19;18;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;33;33;10;M;0.03;0;3;0;ID;0;0;0;0;0;0;0;ID
19;19;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;79;46;17.17;M;0.03;0;3;0;ID;0;0;0;0;0;0;0;ID
19;20;1;0;0;;16.2;8.3;941;0.75;0.24;8.7;64632.42266;67396.48604;31094;6093;1;266;63;42.22;F;0.3;1;0;0;ID;0;0;0;0;0;0;0;ID
20;1;0;0;1;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;54;35;15.43;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
20;4;0;0;1;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;20;24;8.33;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
20;5;2;0.410116318;0.244897959;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;20;28;7.14;F;0.35;1;6;0;SM;0;0;0;0;0;0;0;SM
20;6;2;0.433398873;0.263671875;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;44;32;13.75;M;1.74;5;27;0;SM;0;0;0;0;0;0;0;SM
20;8;1;0;0;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;20;26;7.69;M;0.09;0;11;0;SM;0;0;0;0;0;0;0;SM
20;9;2;0.585952618;0.396694215;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;13;23;5.65;F;2.45;8;3;0;SM;0;0;0;0;0;0;0;SM
20;10;2;0.689009238;0.495867769;;15.9;8.1;875;2;0.095;8.1;72865.43489;76898.41061;40589;2762;1;30;28;10.71;F;1.57;5;6;0;SM;0;0;0;0;0;0;0;SM
21;1;0;0;1;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;134;41;32.68;F;0;0;0;0;KM;0;0;0;0;0;0;0;KM
21;2;2;0.286835983;0.152777778;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;127;43;29.53;F;5.19;0;22;2;KM;0;0;0;0;0;0;0;KM
21;3;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;130;42;30.95;M;0.05;0;6;0;SM;0;0;0;0;0;0;0;SM
21;4;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;54;33;16.36;F;0.05;0;6;0;SM;0;0;0;0;0;0;0;SM
