site;fish;parspeciesrichness;div_shannon;div_simpson;;temp;pH;conductivity;nitrogen;phosphorus;oxygen;netcen;updist;updist2;updist3;fishspeciesrichness;weight;length;confactor;Sex ;PI;gyro;tricho;glugea;ecto_screener;contra;cystsliver;proteo;acantho;cama;angui;cistsintestine;endo_screener
21;5;2;0.184907399;0.08677686;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;21;25;8.4;M;0.96;2;42;0;SM;0;0;0;0;0;0;0;SM
21;6;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;126;43;29.3;M;0.21;0;25;0;SM;0;0;0;0;0;0;0;SM
21;7;2;0.189208981;0.089355469;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;64;35;18.29;F;1.42;3;61;0;SM;0;0;0;0;0;0;0;SM
21;9;2;0.529706199;0.345679012;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;53;33;16.06;F;10.12;0;14;4;KM;0;0;0;0;0;0;0;KM
21;10;3;0.735387525;0.417230331;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;21;22;9.55;M;7;10;39;0;SM;0;0;0;0;0;4;0;SM
21;11;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;88;39;22.56;M;2.5;0;0;0;PH;0;0;0;1;0;0;0;PH
21;12;2;0.554789602;0.368151936;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;106;38;27.89;F;2.96;9;28;0;PH;0;0;0;0;0;0;0;PH
21;13;2;0.500402424;0.32;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;94;45;20.89;M;1.35;4;16;0;PH;0;0;0;0;0;0;0;PH
21;14;2;0.693147181;0.5;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;32;36;8.89;M;7.53;0;3;3;ID;0;0;0;0;0;0;0;ID
21;15;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;62;42;14.76;M;0.11;0;13;0;ID;0;0;0;0;0;0;0;ID
21;16;2;0.214559155;0.104938272;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;62;35;17.71;M;0.45;1;17;0;ID;0;0;0;0;0;0;0;ID
21;17;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;60;44;13.64;M;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
21;18;3;0.790267968;0.461538462;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;57;36;15.83;M;7.88;1;9;3;ID;0;0;0;0;0;0;0;SM
21;19;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;105;47;22.34;F;0.02;0;2;0;ID;0;0;0;0;0;0;0;ID
21;20;1;0;0;;19.6;8;812;1;0.36;6.9;58440.63861;21751.45973;7562;10425;1;44;40;11;M;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
22;1;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;130;43;30.23;M;0.2;0;24;0;KM;0;0;0;0;0;0;0;KM
22;2;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;143;46;31.09;M;0.13;0;16;0;KM;0;0;0;0;0;0;0;KM
22;3;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;117;41;28.54;M;0.02;0;2;0;KM;0;0;0;0;0;0;0;KM
22;4;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;127;45;28.22;M;0.06;0;7;0;KM;0;0;0;0;0;0;0;KM
22;5;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;130;43;30.23;M;0.07;0;8;0;KM;0;0;0;0;0;0;0;KM
22;7;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;34;28;12.14;M;0.06;0;7;0;KM;0;0;0;0;0;0;0;KM
22;10;0;0;1;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;123;44;27.95;M;0;0;0;0;KM;0;0;0;0;0;0;0;KM
22;11;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;128;40;32;M;0.01;0;1;0;PH;0;0;0;0;0;0;0;PH
22;12;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;112;43;26.05;F;0.02;0;2;0;PH;0;0;0;0;0;0;0;PH
22;13;2;0.693147181;0.5;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;91;36;25.28;F;0.92;0;1;0;PH;0;0;0;0;0;1;0;ID
22;14;2;0.245835972;0.125039855;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;61;43;14.19;M;5.46;13;181;0;AD;0;0;0;0;0;0;0;SM
22;15;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;65;47;13.83;M;0.04;0;5;0;AD;0;0;0;0;0;0;0;SM
22;16;0;0;1;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;94;46;20.43;M;0;0;0;0;AD;0;0;0;0;0;0;0;SM
22;17;0;0;1;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;46;42;10.95;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
22;18;1;0;0;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;84;44;19.09;F;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
22;19;0;0;1;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;59;42;14.05;M;0;0;0;0;ID;0;0;0;0;0;0;0;ID
22;20;0;0;1;;17.3;7.1;358;2;0.12;6.5;47879.02199;44196.46983;13904;21941;6;75;41;18.29;M;0;0;0;0;ID;0;0;0;0;0;0;0;ID
23;1;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;66;37;17.84;M;0;0;0;0;PH;0;0;0;0;0;0;0;PH
23;2;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;90;39;23.08;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
23;3;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;84;39;21.54;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
23;4;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;67;36;18.61;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
23;5;2;0.132691421;0.057093426;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;74;36;20.56;F;10.01;33;1;0;PH;0;0;0;0;0;0;0;PH
23;6;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;107;40;26.75;M;0.01;0;1;0;PH;0;0;0;0;0;0;0;PH
23;7;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;83;37;22.43;M;0;0;0;0;PH;0;0;0;0;0;0;0;PH
23;8;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;83;38;21.84;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
23;9;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;75;35;21.43;M;0.02;0;2;0;SM;0;0;0;0;0;0;0;SM
23;10;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;82;37;22.16;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
23;11;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;46;31;14.84;M;0.08;0;10;0;PH;0;0;0;0;0;0;0;PH
23;12;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;50;35;14.29;F;0.01;0;1;0;PH;0;0;0;0;0;0;0;PH
23;13;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;55;32;17.19;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
23;14;0;0;1;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;71;37;19.19;M;0;0;0;0;PH;0;0;0;0;0;0;0;PH
23;15;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;23;31;7.42;F;0.91;3;0;0;AD;0;0;0;0;0;0;0;SM
23;16;1;0;0;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;68;40;17;F;0.3;1;0;0;AD;0;0;0;0;0;0;0;SM
23;17;NA;NA;NA;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;28;39;7.18;M;0;;0;0;SM;0;0;0;0;0;0;0;SM
23;18;NA;NA;NA;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;62;38;16.32;F;0.01;;1;0;SM;0;0;0;0;0;0;0;SM
23;19;NA;NA;NA;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;44;37;11.89;F;0;;0;0;SM;0;0;0;0;0;0;0;SM
23;20;NA;NA;NA;;15.1;7.2;166;2;0.16;8;53511.25618;49989.625;19715;8318;7;63;36;17.5;M;0;;0;0;SM;0;0;0;0;0;0;0;SM
24;1;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;139;45;30.89;M;0.14;0;17;0;SM;0;0;0;0;0;0;0;SM
24;2;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;123;44;27.95;F;0.65;0;77;0;ID;0;0;0;0;0;0;0;ID
24;3;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;113;44;25.68;F;1.36;0;161;0;PH;0;0;0;0;0;0;0;PH
24;4;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;135;46;29.35;F;0.2;0;24;0;ID;0;0;0;0;0;0;0;ID
24;5;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;134;46;29.13;M;0.04;0;5;0;SM;0;0;0;0;0;0;0;SM
24;6;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;124;43;28.84;F;0.68;0;81;0;PH;0;0;0;0;0;0;0;PH
24;7;3;0.062933006;0.01985;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;105;41;25.61;F;3.4;1;198;0;PH;1;0;0;0;0;0;0;PH
24;8;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;154;45;34.22;M;0.86;0;102;0;SM;0;0;0;0;0;0;0;SM
24;9;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;100;40;25;M;1.01;0;120;0;SM;0;0;0;0;0;0;0;SM
24;10;3;0.73562194;0.40625;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;170;47;36.17;M;2.39;0;6;0;SM;1;0;0;0;0;1;0;SM
24;11;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;140;40;35;M;0.07;0;8;0;ID;0;0;0;0;0;0;0;ID
24;12;1;0;0;;22.9;8;740;2;0.58;1.9;37413.39053;35027.42509;461;37125;5;134;42;31.9;M;0.02;0;2;0;ID;0;0;0;0;0;0;0;ID
26;1;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;90;36;25;M;0.03;0;4;0;SM;0;0;0;0;0;0;0;SM
26;2;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;28;25;11.2;M;0.07;0;8;0;SM;0;0;0;0;0;0;0;SM
26;3;2;0.202273002;0.097304405;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;14;22;6.36;F;1.84;4;74;0;SM;0;0;0;0;0;0;0;SM
26;4;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;54;31;17.42;M;0.4;0;47;0;SM;0;0;0;0;0;0;0;SM
26;5;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;63;31;20.32;F;0.11;0;13;0;SM;0;0;0;0;0;0;0;SM
26;6;2;0.056001534;0.0198;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;36;28;12.86;M;1.14;1;99;0;SM;0;0;0;0;0;0;0;SM
26;7;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;27;26;10.38;F;1.6;0;190;0;SM;0;0;0;0;0;0;0;SM
26;9;2;0.693147181;0.5;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;77;34;22.65;F;2.8;1;0;1;SM;0;0;0;0;0;0;0;SM
26;11;3;0.228374661;0.099659735;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;29;30;9.67;M;3.34;5;109;0;ID;0;0;0;0;0;1;0;ID
26;12;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;33;33;10;M;0.86;0;102;0;ID;0;0;0;0;0;0;0;ID
26;13;2;0.070054281;0.025969529;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;37;29;12.76;M;0.93;1;75;0;ID;0;0;0;0;0;0;0;ID
26;14;2;0.295439192;0.15879017;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;33;32;10.31;M;0.78;2;21;0;ID;0;0;0;0;0;0;0;ID
26;15;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;31;32;9.69;M;1.19;0;141;0;ID;0;0;0;0;0;0;0;ID
26;16;2;0.079487003;0.030295858;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;21;28;7.5;M;0.84;1;64;0;ID;0;0;0;0;0;0;0;ID
26;17;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;144;42;34.29;M;1.2;0;142;0;ID;0;0;0;0;0;0;0;ID
26;18;1;0;0;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;37;32;11.56;F;0.2;0;24;0;ID;0;0;0;0;0;0;0;ID
26;19;2;0.206192051;0.099722992;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;130;35;37.14;M;0.45;1;18;0;ID;0;0;0;0;0;0;0;ID
26;20;2;0.128318706;0.054751041;;18.4;8.1;958;2;0.31;5.3;59347.2448;62693.46116;16041;21588;5;59;45;13.11;M;1.19;2;69;0;ID;0;0;0;0;0;0;0;ID
28;1;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;156;47;33.19;F;0.19;0;22;0;KM;0;0;0;0;0;0;0;KM
28;2;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;159;45;35.33;M;0.08;0;9;0;KM;0;0;0;0;0;0;0;KM
28;3;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;131;43;30.47;M;0.05;0;6;0;KM;0;0;0;0;0;0;0;KM
28;5;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;72;36;20;F;0.02;0;2;0;KM;0;0;0;0;0;0;0;KM
28;6;0;0;1;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;120;39;30.77;M;0;0;0;0;KM;0;0;0;0;0;0;0;KM
28;7;2;0.673011667;0.48;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;132;44;30;F;5.03;0;3;2;KM;0;0;0;0;0;0;0;KM
28;8;0;0;1;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;100;41;24.39;F;0;0;0;0;KM;0;0;0;0;0;0;0;KM
28;9;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;38;27;14.07;F;0.02;0;2;0;KM;0;0;0;0;0;0;0;KM
28;10;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;68;33;20.61;M;0.03;0;4;0;KM;0;0;0;0;0;0;0;KM
28;11;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;80;43;18.6;F;0.52;0;62;0;SM;0;0;0;0;0;0;0;SM
28;12;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;115;44;26.14;F;1.37;0;163;0;SM;0;0;0;0;0;0;0;SM
28;13;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;112;41;27.32;M;2.94;0;349;0;SM;0;0;0;0;0;0;0;SM
28;14;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;105;43;24.42;F;2.5;0;297;0;SM;0;0;0;0;0;0;0;ID
28;15;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;69;38;18.16;M;0.72;0;85;0;SM;0;0;0;0;0;0;0;ID
28;16;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;82;44;18.64;F;0.04;0;5;0;ID;0;0;0;0;0;0;0;ID
28;17;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;63;36;17.5;F;0.07;0;8;0;ID;0;0;0;0;0;0;0;ID
28;18;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;50;35;14.29;M;0.08;0;10;0;ID;0;0;0;0;0;0;0;ID
28;19;3;1.039720771;0.625;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;85;44;19.32;M;2.35;0;2;0;ID;1;0;0;0;0;1;0;ID
28;20;1;0;0;;23.4;8.5;974;2;0.37;5.6;45740.16059;46890.91789;10888;32524;11;56;43;13.02;M;0.01;0;1;0;ID;0;0;0;0;0;0;0;ID
29;1;0;0;1;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;110;42;26.19;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
29;2;1;0;0;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;123;44;27.95;F;0.02;0;2;0;SM;0;0;0;0;0;0;0;SM
29;4;1;0;0;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;67;34;19.71;F;0.3;1;0;0;KM;0;0;0;0;0;0;0;KM
29;5;2;0.636514168;0.444444444;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;106;41;25.85;M;0.64;2;4;0;SM;0;0;0;0;0;0;0;SM
29;6;1;0;0;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;55;33;16.67;M;0.3;1;0;0;SM;0;0;0;0;0;0;0;SM
29;7;1;0;0;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;175;48;36.46;F;0.04;0;5;0;SM;0;0;0;0;0;0;0;SM
29;8;2;0.271189373;0.142011834;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;94;40;23.5;F;10.1;0;12;0;KM;0;0;0;0;1;0;0;KM
29;10;1;0;0;;17.9;7.7;762;2;0.1;8.1;73590.70441;39137.99383;14625;8411;3;54;32;16.88;F;0.03;0;4;0;KM;0;0;0;0;0;0;0;KM
30;1;2;0.325082973;0.18;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;114;42;27.14;M;0.98;0;9;0;SM;0;0;0;0;0;1;0;SM
30;2;4;0.278445137;0.109795918;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;89;40;22.25;M;4.11;1;66;0;SM;1;0;0;0;0;2;0;SM
30;3;3;0.178797334;0.074326772;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;96;41;23.41;F;7.23;1;175;0;SM;0;0;0;0;0;6;0;SM
30;4;0;0;1;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;202;49;41.22;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
30;5;1;0;0;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;100;41;24.39;M;0.1;0;12;0;SM;0;0;0;0;0;0;0;SM
30;6;2;0.036616729;0.011904335;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;106;43;24.65;F;1.7;1;166;0;ID;0;0;0;0;0;0;0;ID
30;7;0;0;1;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;95;40;23.75;F;0;0;0;0;ID;0;0;0;0;0;0;0;ID
30;10;2;0.304636097;0.165289256;;22.5;7.8;734;5.6;0.44;2.5;45131.07839;29684.13812;6985;7893;8;141;43;32.79;M;0.77;2;20;0;ID;0;0;0;0;0;0;0;ID
31;1;1;0;0;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;93;41;22.68;F;1.01;0;120;0;ID;0;0;0;0;0;0;0;ID
31;2;1;0;0;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;123;43;28.6;M;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
31;3;2;0.500402424;0.32;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;107;42;25.48;M;2.53;0;4;1;KM;0;0;0;0;0;0;0;KM
31;4;2;0.636514168;0.444444444;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;123;44;27.95;M;2.52;0;2;1;SM;0;0;0;0;0;0;0;SM
31;5;2;0.033158392;0.010581711;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;96;41;23.41;F;2.48;0;187;0;KM;0;0;0;0;0;1;0;KM
31;6;2;0.693147181;0.5;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;171;48;35.63;F;5.01;0;1;0;SM;0;0;1;0;0;0;0;SM
31;8;1;0;0;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;123;41;30;M;0.16;0;19;0;ID;0;0;0;0;0;0;0;ID
31;9;2;0.214559155;0.104938272;;20.2;7.7;671;2;0.26;4.2;43713.21298;2368.890831;1004;23430;6;87;36;24.17;M;2.64;0;17;1;SM;0;0;0;0;0;0;0;SM
32;1;1;0;0;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;172;49;35.1;M;0.42;0;50;0;KM;0;0;0;0;0;0;0;KM
32;2;1;0;0;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;57;34;16.76;F;0.27;0;32;0;KM;0;0;0;0;0;0;0;KM
32;4;2;0.450561209;0.277777778;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;53;33;16.06;F;0.35;1;5;0;SM;0;0;0;0;0;0;0;SM
32;6;1;0;0;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;90;40;22.5;F;0.03;0;3;0;SM;0;0;0;0;0;0;0;SM
32;8;2;0.392674467;0.231111111;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;46;31;14.84;F;2.97;0;13;0;SM;2;0;0;0;0;0;0;SM
32;9;2;0.562335145;0.375;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;37;29;12.76;F;0.66;2;6;0;SM;0;0;0;0;0;0;0;SM
32;10;2;0.153032981;0.068290391;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;37;28;13.21;F;2.13;4;109;0;ID;0;0;0;0;0;0;0;ID
32;11;1;0;0;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;72;47;15.32;F;0.13;0;15;0;ID;0;0;0;0;0;0;0;ID
32;12;2;0.129740695;0.055510204;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;114;48;23.75;F;0.59;1;34;0;ID;0;0;0;0;0;0;0;ID
32;13;3;0.394397691;0.185;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;70;42;16.67;F;1.88;1;18;0;ID;1;0;0;0;0;0;0;ID
32;14;2;0.214559155;0.104938272;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;107;48;22.29;F;0.45;1;17;0;ID;0;0;0;0;0;0;0;ID
32;15;1;0;0;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;47;39;12.05;F;0.22;0;26;0;ID;0;0;0;0;0;0;0;ID
32;16;2;0.134222964;0.057919358;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;39;37;10.54;F;1.15;2;65;0;ID;0;0;0;0;0;0;0;ID
32;17;1;0;0;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;53;39;13.59;M;0.09;0;11;0;ID;0;0;0;0;0;0;0;ID
32;18;2;0.348832096;0.197530864;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;16;28;5.71;M;0.74;2;16;0;ID;0;0;0;0;0;0;0;ID
32;19;2;0.398307114;0.23553719;;17.9;8;687;1;0.16;8.5;55885.32365;18797.65393;4133;7968;2;146;50;29.2;F;1.07;3;19;0;ID;0;0;0;0;0;0;0;ID
33;1;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;143;45;31.78;F;0.06;0;7;0;SM;0;0;0;0;0;0;0;SM
33;2;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;60;35;17.14;M;0.12;0;14;0;SM;0;0;0;0;0;0;0;SM
33;3;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;146;44;33.18;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
33;4;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;120;43;27.91;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
33;5;2;0.636514168;0.444444444;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;30;28;10.71;M;0.93;0;2;0;SM;0;0;0;0;0;1;0;SM
33;6;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;23;26;8.85;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
33;7;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;97;39;24.87;M;0;0;0;0;SM;0;0;0;0;0;0;0;SM
33;8;1;0;0;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;103;40;25.75;F;0.01;0;1;0;SM;0;0;0;0;0;0;0;SM
33;9;0;0;1;;20.4;8;580;2.1;0.19;6.6;63398.00232;26850.4624;12656;5316;3;114;43;26.51;F;0;0;0;0;SM;0;0;0;0;0;0;0;SM
